"id_short"	"id"	"family"	"given"	"other_family_names"	"other_given_names"	"birth"	"death"	"parl_period_start"	"parl_period_end"	"party"	"party_ids"	"label"	"gender"	"role_label"	"group_label"
455	"http://ldf.fi/semparl/people/p455"	"Hyssälä"	"Liisa"		"Liisa Marja"	1948-01-01		2003-06-24	2007-04-18	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Hyssälä, Liisa (1948-)"	"Female"	"peruspalveluministeri"	"Vanhasen hallitus"
455	"http://ldf.fi/semparl/people/p455"	"Hyssälä"	"Liisa"		"Liisa Marja"	1948-01-01		2007-04-19	2008-01-01	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Hyssälä, Liisa (1948-)"	"Female"	"ministeri työministeriössä"	"Vanhasen II hallitus"
455	"http://ldf.fi/semparl/people/p455"	"Hyssälä"	"Liisa"		"Liisa Marja"	1948-01-01		2007-04-19	2010-05-23	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Hyssälä, Liisa (1948-)"	"Female"	"sosiaali- ja terveysministeri"	"Vanhasen II hallitus"
910036	"http://ldf.fi/semparl/people/p910036"	"Hyvönen"	"Anna-Liisa"			1926-01-01		1972-01-22	1980-09-30	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Hyvönen, Anna-Liisa (1926-)"	"Female"	"edustaja"	
910542	"http://ldf.fi/semparl/people/p910542"	"Hyvönen"	"Juho"		"Juho Taavetti; Johan David; J.T."	1891-01-01	1975-01-01	1922-09-05	1924-04-30	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Hyvönen, Juho (1891-1975)"	"Male"	"edustaja"	
910037	"http://ldf.fi/semparl/people/p910037"	"Hyytiäinen"	"Veikko"		"Veikko Aukusti"	1919-01-01	2000-01-01	1958-07-22	1966-04-04	"Kansallinen Edistyspuolue"	"http://ldf.fi/semparl/groups/Q1191102"	"Hyytiäinen, Veikko (1919-2000)"	"Male"	"edustaja"	
910543	"http://ldf.fi/semparl/people/p910543"	"Hyöki"	"August"			1874-01-01	1960-01-01	1917-04-04	1917-10-31	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Hyöki, August (1874-1960)"	"Male"	"edustaja"	
910543	"http://ldf.fi/semparl/people/p910543"	"Hyöki"	"August"			1874-01-01	1960-01-01	1918-06-18	1919-03-31	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Hyöki, August (1874-1960)"	"Male"	"edustaja"	
910544	"http://ldf.fi/semparl/people/p910544"	"Häggblom"	"Evald"		"Robert Evald"	1905-01-01	1976-01-01	1966-04-05	1976-08-29	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Häggblom, Evald (1905-1976)"	"Male"	"edustaja"	
910038	"http://ldf.fi/semparl/people/p910038"	"Häggblom"	"Gunnar"		"Gunnar Bertel"	1917-01-01	2010-01-01	1976-09-24	1983-03-25	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Häggblom, Gunnar (1917-2010)"	"Male"	"edustaja"	
910545	"http://ldf.fi/semparl/people/p910545"	"Häikiö"	"Esteri"		"Ester Emilia"	1900-01-01	1974-01-01	1951-07-21	1954-03-28	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Häikiö, Esteri (1900-1974)"	"Female"	"edustaja"	
910039	"http://ldf.fi/semparl/people/p910039"	"Häikiö"	"Juuso"			1917-01-01	2003-01-01	1962-02-20	1983-03-25	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häikiö, Juuso (1917-2003)"	"Male"	"edustaja"	
910546	"http://ldf.fi/semparl/people/p910546"	"Häkkinen"	"Eero"		"Eero Johannes"	1911-01-01	1976-01-01	1966-04-05	1970-03-22	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Häkkinen, Eero (1911-1976)"	"Male"	"edustaja"	
910548	"http://ldf.fi/semparl/people/p910548"	"Häkkinen"	"Kalle"		"Kalle Riettu; Kaarle Fredrik; K.R."	1878-01-01	1919-01-01	1917-11-01	1919-03-31	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Häkkinen, Kalle (1878-1919)"	"Male"	"edustaja"	
910547	"http://ldf.fi/semparl/people/p910547"	"Häkkinen"	"Maija"	"Pelttari; Helenius"	"Hilja Maria"	1885-01-01	1974-01-01	1929-08-01	1933-08-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkkinen, Maija (1885-1974)"	"Female"	"edustaja"	
910549	"http://ldf.fi/semparl/people/p910549"	"Häkkinen"	"Samuli"		"Samuel"	1857-01-01	1918-01-01	1907-05-22	1908-07-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Häkkinen, Samuli (1857-1918)"	"Male"	"edustaja"	
910549	"http://ldf.fi/semparl/people/p910549"	"Häkkinen"	"Samuli"		"Samuel"	1857-01-01	1918-01-01	1914-02-02	1918-05-06	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Häkkinen, Samuli (1857-1918)"	"Male"	"edustaja"	
1334	"http://ldf.fi/semparl/people/p1334"	"Häkkänen"	"Antti"		"Antti Edvard"	1985-01-01		2015-04-22		"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkkänen, Antti (1985-)"	"Male"	"edustaja"	
1334	"http://ldf.fi/semparl/people/p1334"	"Häkkänen"	"Antti"		"Antti Edvard"	1985-01-01		2017-05-05	2019-06-05	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkkänen, Antti (1985-)"	"Male"	"oikeusministeri"	"Sipilän hallitus"
910550	"http://ldf.fi/semparl/people/p910550"	"Häkämies"	"Erkki"		"Erkki Pekka"	1928-01-01	1993-01-01	1970-03-23	1979-03-23	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Erkki (1928-1993)"	"Male"	"edustaja"	
566	"http://ldf.fi/semparl/people/p566"	"Häkämies"	"Jyri"		"Jyri Jukka"	1961-01-01		1999-03-24	2012-11-16	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Jyri (1961-)"	"Male"	"edustaja"	
566	"http://ldf.fi/semparl/people/p566"	"Häkämies"	"Jyri"		"Jyri Jukka"	1961-01-01		2007-04-19	2010-06-21	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Jyri (1961-)"	"Male"	"puolustusministeri"	"Vanhasen II hallitus"
566	"http://ldf.fi/semparl/people/p566"	"Häkämies"	"Jyri"		"Jyri Jukka"	1961-01-01		2007-05-01	2010-06-21	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Jyri (1961-)"	"Male"	"ministeri valtioneuvoston kansliassa"	"Vanhasen II hallitus"
566	"http://ldf.fi/semparl/people/p566"	"Häkämies"	"Jyri"		"Jyri Jukka"	1961-01-01		2010-06-22	2011-06-21	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Jyri (1961-)"	"Male"	"puolustusministeri"	"Kiviniemen hallitus"
566	"http://ldf.fi/semparl/people/p566"	"Häkämies"	"Jyri"		"Jyri Jukka"	1961-01-01		2011-06-22	2012-11-16	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Jyri (1961-)"	"Male"	"elinkeinoministeri"	"Kataisen hallitus"
138	"http://ldf.fi/semparl/people/p138"	"Häkämies"	"Kari"		"Kari Pekka"	1956-01-01		1987-03-21	1998-07-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Kari (1956-)"	"Male"	"edustaja"	
138	"http://ldf.fi/semparl/people/p138"	"Häkämies"	"Kari"		"Kari Pekka"	1956-01-01		1996-02-02	1998-03-12	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Kari (1956-)"	"Male"	"oikeusministeri"	"Lipposen hallitus"
138	"http://ldf.fi/semparl/people/p138"	"Häkämies"	"Kari"		"Kari Pekka"	1956-01-01		1999-04-15	2000-08-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Häkämies, Kari (1956-)"	"Male"	"sisäasiainministeri"	"Lipposen II hallitus"
910551	"http://ldf.fi/semparl/people/p910551"	"Hälvä"	"Pekka"		"Pekka Juho; P. J."	1876-01-01	1944-01-01	1914-02-02	1919-03-31			"Hälvä, Pekka (1876-1944)"	"Male"	"edustaja"	
910552	"http://ldf.fi/semparl/people/p910552"	"Hämäläinen"	"Alex"		"Aleksander"	1894-01-01	1943-01-01	1930-10-21	1943-08-28	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Alex (1894-1943)"	"Male"	"edustaja"	
910553	"http://ldf.fi/semparl/people/p910553"	"Hämäläinen"	"Antti"		"Anders Petter; Antti Pekka"	1864-01-01	1918-01-01	1907-05-22	1909-05-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Antti (1864-1918)"	"Male"	"edustaja"	
910554	"http://ldf.fi/semparl/people/p910554"	"Hämäläinen"	"August"			1874-01-01	1956-01-01	1919-04-01	1922-09-04	"Kansallinen Edistyspuolue"	"http://ldf.fi/semparl/groups/Q1191102"	"Hämäläinen, August (1874-1956)"	"Male"	"edustaja"	
910555	"http://ldf.fi/semparl/people/p910555"	"Hämäläinen"	"Ida"		"Ida Maria"	1875-01-01	1961-01-01	1927-09-02	1929-07-31	"SKP"	"http://ldf.fi/semparl/groups/Q1341419"	"Hämäläinen, Ida (1875-1961)"	"Female"	"edustaja"	
910556	"http://ldf.fi/semparl/people/p910556"	"Hämäläinen"	"Kalle"			1881-01-01	1953-01-01	1907-05-22	1914-02-01	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Kalle (1881-1953)"	"Male"	"edustaja"	
910557	"http://ldf.fi/semparl/people/p910557"	"Hämäläinen"	"Mimmi"	"Turunen"	"Mimmi Margareta"	1884-01-01	1973-01-01	1909-06-01	1911-01-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Mimmi (1884-1973)"	"Female"	"edustaja"	
910040	"http://ldf.fi/semparl/people/p910040"	"Hämäläinen"	"Niilo"		"Niilo Eemeli"	1922-01-01	2001-01-01	1979-03-24	1983-03-25	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Niilo (1922-2001)"	"Male"	"edustaja"	
"Q11885602"	"http://ldf.fi/semparl/people/Q11885602"	"Hämäläinen"	"Onni"			1885-04-03	1954-09-17	1921-04-09	1921-09-03			"Onni Hämäläinen (1885-1954)"	"Male"	"sotaministeri"	"Vennolan II hallitus"
139	"http://ldf.fi/semparl/people/p139"	"Hämäläinen"	"Tuulikki"		"Tuulikki Katriina"	1940-01-01		1983-03-26	1999-03-23	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Tuulikki (1940-)"	"Female"	"edustaja"	
139	"http://ldf.fi/semparl/people/p139"	"Hämäläinen"	"Tuulikki"		"Tuulikki Katriina"	1940-01-01		1990-03-01	1991-04-25	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hämäläinen, Tuulikki (1940-)"	"Female"	"ministeri sosiaali- ja terveysministeriössä"	"Holkerin hallitus"
910559	"http://ldf.fi/semparl/people/p910559"	"Hänninen"	"Kaarlo"			1876-01-01	1939-01-01	1924-05-01	1939-03-25	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Hänninen, Kaarlo (1876-1939)"	"Male"	"edustaja"	
1276	"http://ldf.fi/semparl/people/p1276"	"Hänninen"	"Katja"		"Katja Maria"	1980-01-01		2014-07-04		"Vas."	"http://ldf.fi/semparl/groups/Q385927"	"Hänninen, Katja (1980-)"	"Female"	"edustaja"	
"Q11885270"	"http://ldf.fi/semparl/people/Q11885270"	"Hänninen"	"Olavi"			1929-08-18	1989-07-12	1975-11-30	1976-06-29	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Olavi Hänninen (1929-1989)"	"Male"	"ministeri sisäasiainministeriössä"	"Miettusen II hallitus"
799	"http://ldf.fi/semparl/people/p799"	"Hänninen"	"Tuomo"		"Tuomo Juhani"	1954-01-01		2003-03-19	2011-04-19	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Hänninen, Tuomo (1954-)"	"Male"	"edustaja"	
910560	"http://ldf.fi/semparl/people/p910560"	"Häppölä"	"Leo"		"Leo Kustaa"	1911-01-01	1998-01-01	1951-07-21	1970-03-22	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Häppölä, Leo (1911-1998)"	"Male"	"edustaja"	
910560	"http://ldf.fi/semparl/people/p910560"	"Häppölä"	"Leo"		"Leo Kustaa"	1911-01-01	1998-01-01	1959-01-13	1961-07-13	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Häppölä, Leo (1911-1998)"	"Male"	"puolustusministeri"	"Sukselaisen II hallitus"
910561	"http://ldf.fi/semparl/people/p910561"	"Härkönen"	"Armas"			1903-01-01	1981-01-01	1958-07-22	1962-02-19	"TPSL"	"http://ldf.fi/semparl/groups/Q1813319"	"Härkönen, Armas (1903-1981)"	"Male"	"edustaja"	
910562	"http://ldf.fi/semparl/people/p910562"	"Härkönen"	"Esko"		"Esko Olavi"	1930-01-01	1992-01-01	1970-03-23	1979-03-23	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Härkönen, Esko (1930-1992)"	"Male"	"edustaja"	
910564	"http://ldf.fi/semparl/people/p910564"	"Härmä"	"Erkki"		"Erik Herman"	1890-01-01	1957-01-01	1917-11-01	1918-05-16	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Erkki (1890-1957)"	"Male"	"edustaja"	
910564	"http://ldf.fi/semparl/people/p910564"	"Härmä"	"Erkki"		"Erik Herman"	1890-01-01	1957-01-01	1946-03-26	1948-07-29	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Erkki (1890-1957)"	"Male"	"ministeri kulkulaitosten ja yleisten töiden ministeriössä"	"Pekkalan hallitus"
910564	"http://ldf.fi/semparl/people/p910564"	"Härmä"	"Erkki"		"Erik Herman"	1890-01-01	1957-01-01	1946-04-12	1948-07-29	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Erkki (1890-1957)"	"Male"	"ministeri kansanhuoltoministeriössä"	"Pekkalan hallitus"
910564	"http://ldf.fi/semparl/people/p910564"	"Härmä"	"Erkki"		"Erik Herman"	1890-01-01	1957-01-01	1948-07-22	1949-08-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Erkki (1890-1957)"	"Male"	"edustaja"	
910564	"http://ldf.fi/semparl/people/p910564"	"Härmä"	"Erkki"		"Erik Herman"	1890-01-01	1957-01-01	1948-07-29	1949-06-22	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Erkki (1890-1957)"	"Male"	"ministeri kulkulaitosten ja yleisten töiden ministeriössä"	"Fagerholmin hallitus"
910564	"http://ldf.fi/semparl/people/p910564"	"Härmä"	"Erkki"		"Erik Herman"	1890-01-01	1957-01-01	1948-07-30	1949-06-22	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Erkki (1890-1957)"	"Male"	"ministeri sosiaaliministeriössä"	"Fagerholmin hallitus"
910565	"http://ldf.fi/semparl/people/p910565"	"Härmä"	"Frans"		"F.V.; Frans Vihtori"	1881-01-01	1962-01-01	1922-09-05	1929-07-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Härmä, Frans (1881-1962)"	"Male"	"edustaja"	
910563	"http://ldf.fi/semparl/people/p910563"	"Härmä"	"Laura"	"Numminen"	"Anna Laura"	1891-01-01	1952-01-01	1922-09-05	1923-10-17	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Laura (1891-1952)"	"Female"	"edustaja"	
910563	"http://ldf.fi/semparl/people/p910563"	"Härmä"	"Laura"	"Numminen"	"Anna Laura"	1891-01-01	1952-01-01	1941-12-01	1944-11-04	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Härmä, Laura (1891-1952)"	"Female"	"edustaja"	
910206	"http://ldf.fi/semparl/people/p910206"	"Hästbacka"	"Emil"		"Johan Emil; J.E."	1872-01-01	1951-01-01	1917-11-01	1948-07-21	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Hästbacka, Emil (1872-1951)"	"Male"	"edustaja"	
910566	"http://ldf.fi/semparl/people/p910566"	"Häyrynen"	"Heikki"		"Verner Henrik"	1875-01-01	1915-01-01	1907-05-22	1908-07-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Häyrynen, Heikki (1875-1915)"	"Male"	"edustaja"	
910566	"http://ldf.fi/semparl/people/p910566"	"Häyrynen"	"Heikki"		"Verner Henrik"	1875-01-01	1915-01-01	1909-06-01	1915-10-20	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Häyrynen, Heikki (1875-1915)"	"Male"	"edustaja"	
910567	"http://ldf.fi/semparl/people/p910567"	"Högström"	"Sven"		"Sven Axel"	1908-01-01	1995-01-01	1951-09-22	1953-07-08	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Högström, Sven (1908-1995)"	"Male"	"oikeusministeri"	"Kekkosen III hallitus"
910567	"http://ldf.fi/semparl/people/p910567"	"Högström"	"Sven"		"Sven Axel"	1908-01-01	1995-01-01	1953-07-09	1953-11-16	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Högström, Sven (1908-1995)"	"Male"	"oikeusministeri"	"Kekkosen IV hallitus"
910567	"http://ldf.fi/semparl/people/p910567"	"Högström"	"Sven"		"Sven Axel"	1908-01-01	1995-01-01	1954-03-29	1966-04-04	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Högström, Sven (1908-1995)"	"Male"	"edustaja"	
910567	"http://ldf.fi/semparl/people/p910567"	"Högström"	"Sven"		"Sven Axel"	1908-01-01	1995-01-01	1958-08-29	1959-01-13	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Högström, Sven (1908-1995)"	"Male"	"oikeusministeri"	"Fagerholmin III hallitus"
910568	"http://ldf.fi/semparl/people/p910568"	"Höijer"	"Karl Gustaf"		"K.G."	1863-01-01	1942-01-01	1907-05-22	1908-07-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Höijer, Karl Gustaf (1863-1942)"	"Male"	"edustaja"	
910569	"http://ldf.fi/semparl/people/p910569"	"Hörhammer"	"Ivar"		"Ivar Gabriel"	1884-01-01	1953-01-01	1909-06-01	1911-01-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Hörhammer, Ivar (1884-1953)"	"Male"	"edustaja"	
"Q2335630"	"http://ldf.fi/semparl/people/Q2335630"	"Idman"	"Gustaf"			1885-12-01	1961-04-13	1925-03-31	1925-12-31			"Gustaf Idman (1885-1961)"	"Male"	"ulkoasiainministeri"	"Tulenheimon hallitus"
"Q11860800"	"http://ldf.fi/semparl/people/Q11860800"	"Ignatius"	"Gustaf"			1873-06-08	1949-12-21	1925-12-31	1926-12-13	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Gustaf Ignatius (1873-1949)"	"Male"	"sisäasiainministeri"	"Kallion II hallitus"
1121	"http://ldf.fi/semparl/people/p1121"	"Ihalainen"	"Lauri"		"Lauri Armas"	1947-01-01		2011-04-20	2019-04-16	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ihalainen, Lauri (1947-)"	"Male"	"edustaja"	
1121	"http://ldf.fi/semparl/people/p1121"	"Ihalainen"	"Lauri"		"Lauri Armas"	1947-01-01		2011-06-22	2014-06-23	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ihalainen, Lauri (1947-)"	"Male"	"työministeri"	"Kataisen hallitus"
1121	"http://ldf.fi/semparl/people/p1121"	"Ihalainen"	"Lauri"		"Lauri Armas"	1947-01-01		2014-06-24	2015-05-28	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ihalainen, Lauri (1947-)"	"Male"	"työministeri"	"Stubbin hallitus"
910570	"http://ldf.fi/semparl/people/p910570"	"Ihamuotila"	"Janne"	"Michelsson"	"J.A.; Johan Adolf"	1868-01-01	1929-01-01	1919-04-01	1922-09-04	"Kesk.;Kok."	"http://ldf.fi/semparl/groups/Q506591;http://ldf.fi/semparl/groups/Q304191"	"Ihamuotila, Janne (1868-1929)"	"Male"	"edustaja"	
910570	"http://ldf.fi/semparl/people/p910570"	"Ihamuotila"	"Janne"	"Michelsson"	"J.A.; Johan Adolf"	1868-01-01	1929-01-01	1924-05-01	1929-01-21	"Kesk.;Kok."	"http://ldf.fi/semparl/groups/Q506591;http://ldf.fi/semparl/groups/Q304191"	"Ihamuotila, Janne (1868-1929)"	"Male"	"edustaja"	
"Q14116245"	"http://ldf.fi/semparl/people/Q14116245"	"Ihamuotila"	"Veikko"		"Veikko Artturi"	1911-02-17	1979-02-02	1975-06-13	1975-11-30			"Veikko Ihamuotila (1911-1979)"	"Male"	"maa- ja metsätalousministeri"	"Liinamaan hallitus"
430	"http://ldf.fi/semparl/people/p430"	"Ihamäki"	"Timo"		"Timo Heikki Juhani"	1939-01-01	2014-01-01	1979-03-24	1983-03-25	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ihamäki, Timo (1939-2014)"	"Male"	"edustaja"	
430	"http://ldf.fi/semparl/people/p430"	"Ihamäki"	"Timo"		"Timo Heikki Juhani"	1939-01-01	2014-01-01	1993-05-04	2003-03-18	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ihamäki, Timo (1939-2014)"	"Male"	"edustaja"	
910571	"http://ldf.fi/semparl/people/p910571"	"Iipponen"	"Mikko"			1849-01-01	1934-01-01	1911-02-01	1917-04-03	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Iipponen, Mikko (1849-1934)"	"Male"	"edustaja"	
318	"http://ldf.fi/semparl/people/p318"	"Iivari"	"Ulpu"		"Ulpu Marjatta"	1948-01-01		1991-03-22	1995-03-23	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Iivari, Ulpu (1948-)"	"Female"	"edustaja"	
141	"http://ldf.fi/semparl/people/p141"	"Ikkala"	"Olli"		"Olli Kustaa"	1927-01-01	2001-01-01	1987-03-21	1991-03-21	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ikkala, Olli (1927-2001)"	"Male"	"edustaja"	
910572	"http://ldf.fi/semparl/people/p910572"	"Ikola"	"Jaakko"		"J.O.; Jaakko Oskari"	1887-01-01	1951-01-01	1927-09-02	1930-10-20			"Ikola, Jaakko (1887-1951)"	"Male"	"edustaja"	
910572	"http://ldf.fi/semparl/people/p910572"	"Ikola"	"Jaakko"		"J.O.; Jaakko Oskari"	1887-01-01	1951-01-01	1939-09-01	1945-04-05			"Ikola, Jaakko (1887-1951)"	"Male"	"edustaja"	
1421	"http://ldf.fi/semparl/people/p1421"	"Ikonen"	"Anna-Kaisa"			1977-01-01		2019-04-17		"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ikonen, Anna-Kaisa (1977-)"	"Female"	"edustaja"	
910573	"http://ldf.fi/semparl/people/p910573"	"Ikonen"	"Arvi"			1912-01-01	1957-01-01	1950-10-17	1957-01-09	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Arvi (1912-1957)"	"Male"	"edustaja"	
910574	"http://ldf.fi/semparl/people/p910574"	"Ikonen"	"Leander"		"Karl Leander"	1860-01-01	1918-01-01	1917-04-04	1917-10-31	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Ikonen, Leander (1860-1918)"	"Male"	"edustaja"	
910575	"http://ldf.fi/semparl/people/p910575"	"Ikonen"	"Oskari"		"Oskar"	1883-01-01	1938-01-01	1914-02-02	1917-04-03	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ikonen, Oskari (1883-1938)"	"Male"	"edustaja"	
910577	"http://ldf.fi/semparl/people/p910577"	"Ikonen"	"Pekka"		"Pietari"	1877-01-01	1956-01-01	1914-02-02	1917-04-03	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Ikonen, Pekka (1877-1956)"	"Male"	"edustaja"	
143	"http://ldf.fi/semparl/people/p143"	"Ikonen"	"Pirkko"		"Pirkko Tuulikki"	1927-01-01		1983-03-26	1991-03-21	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Pirkko (1927-)"	"Female"	"edustaja"	
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1917-04-04	1917-10-31	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"edustaja"	
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1922-09-05	1924-04-30	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"edustaja"	
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1933-09-01	1939-08-31	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"edustaja"	
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1941-01-04	1943-03-05	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"ministeri maatalousministeriössä"	"Rangellin hallitus"
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1942-07-16	1951-07-20	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"edustaja"	
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1942-11-13	1943-03-05	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"ministeri kansanhuoltoministeriössä"	"Rangellin hallitus"
910576	"http://ldf.fi/semparl/people/p910576"	"Ikonen"	"Toivo"		"Pekka Toivo"	1891-01-01	1976-01-01	1943-03-05	1944-01-13	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen, Toivo (1891-1976)"	"Male"	"ministeri kulkulaitosten ja yleisten töiden ministeriössä"	"Linkomiehen hallitus"
390	"http://ldf.fi/semparl/people/p390"	"Ikonen-Graafmans"	"Tuula"	"Ikonen; Kuittinen"	"Tuula Sisko Kaarina"	1947-01-01		1991-03-22	1995-03-23	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ikonen-Graafmans, Tuula (1947-)"	"Female"	"edustaja"	
535	"http://ldf.fi/semparl/people/p535"	"Ilaskivi"	"Raimo"	"Hämäläinen"		1928-01-01		1962-02-20	1975-09-26	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ilaskivi, Raimo (1928-)"	"Male"	"edustaja"	
456	"http://ldf.fi/semparl/people/p456"	"Immonen"	"Mikko"		"Mikko Antero"	1950-01-01		1995-03-24	2007-03-20	"Vas."	"http://ldf.fi/semparl/groups/Q385927"	"Immonen, Mikko (1950-)"	"Male"	"edustaja"	
1122	"http://ldf.fi/semparl/people/p1122"	"Immonen"	"Olli"		"Olli Juhani"	1986-01-01		2011-04-20		"PS"	"http://ldf.fi/semparl/groups/Q634277"	"Immonen, Olli (1986-)"	"Male"	"edustaja"	
