"id_short"	"id"	"family"	"given"	"other_family_names"	"other_given_names"	"birth"	"death"	"parl_period_start"	"parl_period_end"	"party"	"party_ids"	"label"	"gender"	"role_label"	"group_label"
910215	"http://ldf.fi/semparl/people/p910215"	"Aakula"	"Eemeli"		"Mikko Eemeli; Mikkel Emil"	1879-01-01	1955-01-01	1930-10-21	1936-08-31	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aakula, Eemeli (1879-1955)"	"Male"	"edustaja"	
910216	"http://ldf.fi/semparl/people/p910216"	"Aakula"	"Pekka"		"Petter"	1866-01-01	1928-01-01	1909-10-01	1911-01-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aakula, Pekka (1866-1928)"	"Male"	"edustaja"	
910216	"http://ldf.fi/semparl/people/p910216"	"Aakula"	"Pekka"		"Petter"	1866-01-01	1928-01-01	1914-02-02	1917-10-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aakula, Pekka (1866-1928)"	"Male"	"edustaja"	
910217	"http://ldf.fi/semparl/people/p910217"	"Aalle-Teljo"	"Ida"	"Ahlstedt"	"Ida Sofia"	1875-01-01	1955-01-01	1907-05-22	1917-10-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aalle-Teljo, Ida (1875-1955)"	"Female"	"edustaja"	
910218	"http://ldf.fi/semparl/people/p910218"	"Aaltio"	"Eino"	"Andelin"	"E.A.; Eino Abram"	1889-01-01	1974-01-01	1929-02-01	1929-07-31	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aaltio, Eino (1889-1974)"	"Male"	"edustaja"	
910219	"http://ldf.fi/semparl/people/p910219"	"Aaltio"	"Sampsa"		"Sampsa Eino Urmas"	1927-01-01	2013-01-01	1979-03-24	1987-03-20	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Aaltio, Sampsa (1927-2013)"	"Male"	"edustaja"	
910207	"http://ldf.fi/semparl/people/p910207"	"Aalto"	"Anna-Kaarina"			1920-01-01	1994-01-01	1971-02-02	1972-01-21	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Aalto, Anna-Kaarina (1920-1994)"	"Female"	"edustaja"	
910220	"http://ldf.fi/semparl/people/p910220"	"Aalto"	"Artturi"	"Silfver"	"Arthur August"	1876-01-01	1937-01-01	1919-04-01	1933-08-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aalto, Artturi (1876-1937)"	"Male"	"edustaja"	
"Q717436"	"http://ldf.fi/semparl/people/Q717436"	"Aalto"	"Arvo"			1932-07-13		1977-05-15	1979-05-26	"SKP;SKDL"	"http://ldf.fi/semparl/groups/Q1341419;http://ldf.fi/semparl/groups/Q585735"	"Arvo Aalto (1932-)"	"Male"	"työvoimaministeri"	"Sorsan II hallitus"
"Q717436"	"http://ldf.fi/semparl/people/Q717436"	"Aalto"	"Arvo"			1932-07-13		1979-05-26	1981-03-20	"SKP;SKDL"	"http://ldf.fi/semparl/groups/Q1341419;http://ldf.fi/semparl/groups/Q585735"	"Arvo Aalto (1932-)"	"Male"	"työvoimaministeri"	"Koiviston II hallitus"
910221	"http://ldf.fi/semparl/people/p910221"	"Aalto"	"Johan"	"Ståhlberg"	"Johan Fredrik; J.F."	1886-01-01	1946-01-01	1924-05-01	1930-10-20	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aalto, Johan (1886-1946)"	"Male"	"edustaja"	
"Q3810108"	"http://ldf.fi/semparl/people/Q3810108"	"Aalto"	"Jorma"			1935-02-14	2019-01-15					"Jorma S. Aalto (1935-2019)"	"Male"		
910222	"http://ldf.fi/semparl/people/p910222"	"Aalto"	"Kalle"		"Kalle Nestor"	1884-01-01	1950-01-01	1919-10-16	1922-09-04	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aalto, Kalle (1884-1950)"	"Male"	"edustaja"	
910208	"http://ldf.fi/semparl/people/p910208"	"Aalto"	"Lyyli"	"Fält; Lyylilä"	"Lyyli Helena"	1916-01-01	1990-01-01	1958-07-22	1979-03-23	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aalto, Lyyli (1916-1990)"	"Female"	"edustaja"	
910223	"http://ldf.fi/semparl/people/p910223"	"Aalto"	"Matti"	"Frisk"		1876-01-01	1950-01-01	1907-05-22	1908-07-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aalto, Matti (1876-1950)"	"Male"	"edustaja"	
1346	"http://ldf.fi/semparl/people/p1346"	"Aalto"	"Touko"		"Touko Juhani"	1984-01-01		2015-04-22	2019-04-16	"Vihr."	"http://ldf.fi/semparl/groups/Q196695"	"Aalto, Touko (1984-)"	"Male"	"edustaja"	
910227	"http://ldf.fi/semparl/people/p910227"	"Aalto-Setälä"	"Toivo"	"Aalto"	"T.A.; Toivo Armas"	1896-01-01	1977-01-01	1927-09-02	1929-07-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Aalto-Setälä, Toivo (1896-1977)"	"Male"	"edustaja"	
910227	"http://ldf.fi/semparl/people/p910227"	"Aalto-Setälä"	"Toivo"	"Aalto"	"T.A.; Toivo Armas"	1896-01-01	1977-01-01	1930-10-21	1933-08-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Aalto-Setälä, Toivo (1896-1977)"	"Male"	"edustaja"	
910209	"http://ldf.fi/semparl/people/p910209"	"Aaltonen"	"Aimo"		"Aimo Anshelm"	1906-01-01	1987-01-01	1945-04-06	1962-02-19	"SKP;SKDL"	"http://ldf.fi/semparl/groups/Q1341419;http://ldf.fi/semparl/groups/Q585735"	"Aaltonen, Aimo (1906-1987)"	"Male"	"edustaja"	
910226	"http://ldf.fi/semparl/people/p910226"	"Aaltonen"	"Aleksi"		"Aleksius"	1892-01-01	1956-01-01	1929-08-01	1936-08-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Aleksi (1892-1956)"	"Male"	"edustaja"	
910226	"http://ldf.fi/semparl/people/p910226"	"Aaltonen"	"Aleksi"		"Aleksius"	1892-01-01	1956-01-01	1943-01-01	1944-12-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Aleksi (1892-1956)"	"Male"	"sosiaaliministeri"	"Linkomiehen hallitus"
910226	"http://ldf.fi/semparl/people/p910226"	"Aaltonen"	"Aleksi"		"Aleksius"	1892-01-01	1956-01-01	1944-01-01	1944-12-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Aleksi (1892-1956)"	"Male"	"sosiaaliministeri"	"Hackzellin hallitus"
910226	"http://ldf.fi/semparl/people/p910226"	"Aaltonen"	"Aleksi"		"Aleksius"	1892-01-01	1956-01-01	1948-01-01	1948-12-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Aleksi (1892-1956)"	"Male"	"salkuton ministeri"	"Fagerholmin hallitus"
910226	"http://ldf.fi/semparl/people/p910226"	"Aaltonen"	"Aleksi"		"Aleksius"	1892-01-01	1956-01-01	1948-01-01	1949-12-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Aleksi (1892-1956)"	"Male"	"toinen valtiovarainministeri"	"Fagerholmin hallitus"
910226	"http://ldf.fi/semparl/people/p910226"	"Aaltonen"	"Aleksi"		"Aleksius"	1892-01-01	1956-01-01	1949-01-01	1950-12-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Aleksi (1892-1956)"	"Male"	"sosiaaliministeri"	"Fagerholmin hallitus"
102	"http://ldf.fi/semparl/people/p102"	"Aaltonen"	"Markus"		"Markus Sakari"	1946-01-01		1975-09-27	1991-03-21	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Markus (1946-)"	"Male"	"edustaja"	
102	"http://ldf.fi/semparl/people/p102"	"Aaltonen"	"Markus"		"Markus Sakari"	1946-01-01		1995-03-24	1999-03-23	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aaltonen, Markus (1946-)"	"Male"	"edustaja"	
910031	"http://ldf.fi/semparl/people/p910031"	"Aarnio"	"Ernesti"	"Henriksson"	"Kaarlo Ernesti; K.E."	1877-01-01	1938-01-01	1927-09-02	1929-07-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Aarnio, Ernesti (1877-1938)"	"Male"	"edustaja"	
910080	"http://ldf.fi/semparl/people/p910080"	"Aarniokoski"	"Paavo"		"Paavo Paatrikki"	1893-01-01	1961-01-01	1933-09-01	1945-04-05	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aarniokoski, Paavo (1893-1961)"	"Male"	"edustaja"	
910214	"http://ldf.fi/semparl/people/p910214"	"Aas"	"Aslak"		"Pertti Aslak"	1935-01-01	1999-01-01	1970-03-23	1972-01-21	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Aas, Aslak (1935-1999)"	"Male"	"edustaja"	
910228	"http://ldf.fi/semparl/people/p910228"	"Aattela"	"Hugo"	"Virtanen"	"Hugo Emil"	1897-01-01	1959-01-01	1929-09-24	1945-04-05	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aattela, Hugo (1897-1959)"	"Male"	"edustaja"	
910228	"http://ldf.fi/semparl/people/p910228"	"Aattela"	"Hugo"	"Virtanen"	"Hugo Emil"	1897-01-01	1959-01-01	1949-04-05	1951-07-20	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Aattela, Hugo (1897-1959)"	"Male"	"edustaja"	
1306	"http://ldf.fi/semparl/people/p1306"	"Adlercreutz"	"Anders"		"Anders Erik Gunnar"	1970-01-01		2015-04-22		"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Adlercreutz, Anders (1970-)"	"Male"	"edustaja"	
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	1970-03-23	1990-06-30	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"edustaja"	
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	1982-02-19	1983-05-05	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"ministeri kauppa- ja teollisuusministeriössä"	"Sorsan III hallitus"
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	1982-02-19	1983-05-06	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"sisäasiainministeri"	"Sorsan III hallitus"
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	1983-05-06	1983-09-30	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"ministeri kauppa- ja teollisuusministeriössä"	"Sorsan IV hallitus"
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	1983-05-06	1987-04-29	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"ministeri sosiaali- ja terveysministeriössä"	"Sorsan IV hallitus"
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	1983-10-01	1987-04-30	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"ympäristöministeri"	"Sorsan IV hallitus"
103	"http://ldf.fi/semparl/people/p103"	"Ahde"	"Matti"		"Matti Allan"	1945-01-01	2019-01-01	2003-03-19	2011-04-19	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahde, Matti (1945-2019)"	"Male"	"edustaja"	
910229	"http://ldf.fi/semparl/people/p910229"	"Ahlfors"	"Fanny"		"Fanny Augusta"	1884-01-01	1947-01-01	1919-04-01	1927-09-01	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahlfors, Fanny (1884-1947)"	"Female"	"edustaja"	
910229	"http://ldf.fi/semparl/people/p910229"	"Ahlfors"	"Fanny"		"Fanny Augusta"	1884-01-01	1947-01-01	1930-10-21	1933-08-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahlfors, Fanny (1884-1947)"	"Female"	"edustaja"	
910230	"http://ldf.fi/semparl/people/p910230"	"Ahlroos"	"Frans"		"Frans Fredrik Wilhelm"	1867-01-01	1948-01-01	1907-05-22	1909-05-31	"RKP"	"http://ldf.fi/semparl/groups/Q845537"	"Ahlroos, Frans (1867-1948)"	"Male"	"edustaja"	
910231	"http://ldf.fi/semparl/people/p910231"	"Ahlström"	"Antti"		"Anton"	1869-01-01	1932-01-01	1908-08-01	1909-05-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahlström, Antti (1869-1932)"	"Male"	"edustaja"	
910232	"http://ldf.fi/semparl/people/p910232"	"Ahmala"	"Heikki"			1879-01-01	1940-01-01	1914-02-02	1917-04-03	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahmala, Heikki (1879-1940)"	"Male"	"edustaja"	
910233	"http://ldf.fi/semparl/people/p910233"	"Ahmala"	"Kustaa"			1867-01-01	1933-01-01	1917-11-01	1918-05-16	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahmala, Kustaa (1867-1933)"	"Male"	"edustaja"	
910234	"http://ldf.fi/semparl/people/p910234"	"Ahmavaara"	"Arvi"	"Aulin"	"Kaarlo Arvi Eliel"	1886-01-01	1957-01-01	1929-08-01	1930-10-20	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ahmavaara, Arvi (1886-1957)"	"Male"	"edustaja"	
910234	"http://ldf.fi/semparl/people/p910234"	"Ahmavaara"	"Arvi"	"Aulin"	"Kaarlo Arvi Eliel"	1886-01-01	1957-01-01	1937-01-01	1938-12-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ahmavaara, Arvi (1886-1957)"	"Male"	"oikeusministeri"	"Cajanderin III hallitus"
910234	"http://ldf.fi/semparl/people/p910234"	"Ahmavaara"	"Arvi"	"Aulin"	"Kaarlo Arvi Eliel"	1886-01-01	1957-01-01	1945-04-06	1954-03-28	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ahmavaara, Arvi (1886-1957)"	"Male"	"edustaja"	
910235	"http://ldf.fi/semparl/people/p910235"	"Ahmavaara"	"Pekka"	"Aulin"		1862-01-01	1929-01-01	1907-05-22	1917-04-03	"Nuorsuomalainen Puolue"	"http://ldf.fi/semparl/groups/Q1713433"	"Ahmavaara, Pekka (1862-1929)"	"Male"	"edustaja"	
910235	"http://ldf.fi/semparl/people/p910235"	"Ahmavaara"	"Pekka"	"Aulin"		1862-01-01	1929-01-01	1917-11-01	1919-03-31	"Nuorsuomalainen Puolue"	"http://ldf.fi/semparl/groups/Q1713433"	"Ahmavaara, Pekka (1862-1929)"	"Male"	"edustaja"	
"Q11853407"	"http://ldf.fi/semparl/people/Q11853407"	"Aho"	"Aukusti"			1867-10-20	1934-03-16	1922-06-02	1922-11-14			"Aukusti Aho (1867-1934)"	"Male"	"kauppa- ja teollisuusministeri"	"Cajanderin hallitus"
"Q11853407"	"http://ldf.fi/semparl/people/Q11853407"	"Aho"	"Aukusti"			1867-10-20	1934-03-16	1922-11-30	1924-01-18			"Aukusti Aho (1867-1934)"	"Male"	"kauppa- ja teollisuusministeri"	"Kallion hallitus"
104	"http://ldf.fi/semparl/people/p104"	"Aho"	"Esko"		"Esko Tapani"	1954-01-01		1983-03-26	2003-03-18	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aho, Esko (1954-)"	"Male"	"edustaja"	
104	"http://ldf.fi/semparl/people/p104"	"Aho"	"Esko"		"Esko Tapani"	1954-01-01		1991-04-26	1995-04-12	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aho, Esko (1954-)"	"Male"	"pääministeri"	"Ahon hallitus"
557	"http://ldf.fi/semparl/people/p557"	"Aho"	"Hannu"		"Hannu Tapio"	1947-01-01		1999-03-24	2003-03-18	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aho, Hannu (1947-)"	"Male"	"edustaja"	
105	"http://ldf.fi/semparl/people/p105"	"Aho"	"Raila"		"Raila Orvokki"	1937-01-01		1987-03-21	1995-03-23	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Aho, Raila (1937-)"	"Female"	"edustaja"	
910236	"http://ldf.fi/semparl/people/p910236"	"Ahonen"	"Arvo"		"Arvo Ilmari"	1918-01-01	1991-01-01	1951-07-21	1979-03-23	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahonen, Arvo (1918-1991)"	"Male"	"edustaja"	
804	"http://ldf.fi/semparl/people/p804"	"Ahonen"	"Esko"		"Esko Olavi"	1955-01-01		2003-03-19	2011-04-19	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ahonen, Esko (1955-)"	"Male"	"edustaja"	
106	"http://ldf.fi/semparl/people/p106"	"Ahonen"	"Risto"		"Risto Sakari"	1943-01-01	2008-01-01	1983-03-26	1991-03-21	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ahonen, Risto (1943-2008)"	"Male"	"edustaja"	
"Q16159440"	"http://ldf.fi/semparl/people/Q16159440"	"Ahtiala"	"Pekka"			1935-06-12		1975-06-13	1975-11-30			"Pekka Ahtiala (1935-)"	"Male"	"ministeri valtioneuvoston kansliassa"	"Liinamaan hallitus"
"Q29230"	"http://ldf.fi/semparl/people/Q29230"	"Ahtisaari"	"Martti"		"Martti Oiva Kalevi"	1937-06-23				"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Martti Ahtisaari (1937-)"	"Male"		
1086	"http://ldf.fi/semparl/people/p1086"	"Ahvenjärvi"	"Sauli"		"Sauli Sakari"	1957-01-01		2011-04-20	2015-04-21	"KD"	"http://ldf.fi/semparl/groups/Q1138982"	"Ahvenjärvi, Sauli (1957-)"	"Male"	"edustaja"	
910237	"http://ldf.fi/semparl/people/p910237"	"Ailio"	"Julius"	"Ax"	"Julius Edvard"	1872-01-01	1933-01-01	1919-04-01	1922-09-04	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ailio, Julius (1872-1933)"	"Male"	"edustaja"	
910237	"http://ldf.fi/semparl/people/p910237"	"Ailio"	"Julius"	"Ax"	"Julius Edvard"	1872-01-01	1933-01-01	1924-05-01	1933-03-04	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ailio, Julius (1872-1933)"	"Male"	"edustaja"	
910237	"http://ldf.fi/semparl/people/p910237"	"Ailio"	"Julius"	"Ax"	"Julius Edvard"	1872-01-01	1933-01-01	1926-12-13	1927-12-17	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ailio, Julius (1872-1933)"	"Male"	"opetusministeri"	"Tannerin hallitus"
910238	"http://ldf.fi/semparl/people/p910238"	"Ainali"	"Sakari"			1874-01-01	1938-01-01	1924-05-01	1929-07-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ainali, Sakari (1874-1938)"	"Male"	"edustaja"	
910238	"http://ldf.fi/semparl/people/p910238"	"Ainali"	"Sakari"			1874-01-01	1938-01-01	1930-10-21	1933-08-31	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ainali, Sakari (1874-1938)"	"Male"	"edustaja"	
910239	"http://ldf.fi/semparl/people/p910239"	"Airamo"	"Elin"	"Fagerholm; Lönngren"	"Elin Vilhelmina"	1886-01-01	1971-01-01	1922-09-05	1923-10-17	"SSTP"	"http://ldf.fi/semparl/groups/Q220217"	"Airamo, Elin (1886-1971)"	"Female"	"edustaja"	
910240	"http://ldf.fi/semparl/people/p910240"	"Airo"	"Aksel"	"Johansson"	"A.F.; Aksel Fredrik"	1898-01-01	1985-01-01	1958-07-22	1966-04-04	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Airo, Aksel (1898-1985)"	"Male"	"edustaja"	
910241	"http://ldf.fi/semparl/people/p910241"	"Airola"	"Matti"	"Bruus"	"Matts Alexander; Matti Aleksanteri"	1882-01-01		1908-08-01	1918-05-16	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Airola, Matti (1882-)"	"Male"	"edustaja"	
910242	"http://ldf.fi/semparl/people/p910242"	"Aitamurto"	"Juho"	"Fagerström"	"Johan August"	1860-01-01	1920-01-01	1908-08-01	1910-02-28	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Aitamurto, Juho (1860-1920)"	"Male"	"edustaja"	
910242	"http://ldf.fi/semparl/people/p910242"	"Aitamurto"	"Juho"	"Fagerström"	"Johan August"	1860-01-01	1920-01-01	1917-04-04	1917-10-31	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Aitamurto, Juho (1860-1920)"	"Male"	"edustaja"	
910243	"http://ldf.fi/semparl/people/p910243"	"Aitio"	"Paavo"		"Paavo Johannes"	1918-01-01	1989-01-01	1951-07-21	1977-01-31	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Aitio, Paavo (1918-1989)"	"Male"	"edustaja"	
910243	"http://ldf.fi/semparl/people/p910243"	"Aitio"	"Paavo"		"Paavo Johannes"	1918-01-01	1989-01-01	1968-01-01	1970-12-31	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Aitio, Paavo (1918-1989)"	"Male"	"kulkulaitosten ja yleisten töiden ministeri"	"Koiviston hallitus"
910243	"http://ldf.fi/semparl/people/p910243"	"Aitio"	"Paavo"		"Paavo Johannes"	1918-01-01	1989-01-01	1970-01-01	1970-12-31	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Aitio, Paavo (1918-1989)"	"Male"	"liikenneministeri"	"Koiviston hallitus"
910243	"http://ldf.fi/semparl/people/p910243"	"Aitio"	"Paavo"		"Paavo Johannes"	1918-01-01	1989-01-01	1975-01-01	1976-12-31	"SKDL"	"http://ldf.fi/semparl/groups/Q585735"	"Aitio, Paavo (1918-1989)"	"Male"	"työvoimaministeri"	"Miettusen II hallitus"
1452	"http://ldf.fi/semparl/people/p1452"	"Aittakumpu"	"Pekka"		"Pekka Juhani"	1981-01-01		2019-04-17		"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aittakumpu, Pekka (1981-)"	"Male"	"edustaja"	
910244	"http://ldf.fi/semparl/people/p910244"	"Aittoniemi"	"Samppa"		"Sikstus Samuel; S. S."	1892-01-01	1969-01-01	1933-09-01	1936-08-31	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aittoniemi, Samppa (1892-1969)"	"Male"	"edustaja"	
910244	"http://ldf.fi/semparl/people/p910244"	"Aittoniemi"	"Samppa"		"Sikstus Samuel; S. S."	1892-01-01	1969-01-01	1948-07-22	1958-07-21	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Aittoniemi, Samppa (1892-1969)"	"Male"	"edustaja"	
107	"http://ldf.fi/semparl/people/p107"	"Aittoniemi"	"Sulo"		"Sulo Eerikki"	1936-01-01	2016-01-01	1987-03-21	2003-03-18	"Kesk.;SMP"	"http://ldf.fi/semparl/groups/Q506591;http://ldf.fi/semparl/groups/Q1854411"	"Aittoniemi, Sulo (1936-2016)"	"Male"	"edustaja"	
108	"http://ldf.fi/semparl/people/p108"	"Ajo"	"Aimo"		"Aimo Olavi"	1932-01-01	2005-01-01	1972-01-22	1991-03-21	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ajo, Aimo (1932-2005)"	"Male"	"edustaja"	
558	"http://ldf.fi/semparl/people/p558"	"Akaan-Penttilä"	"Eero"		"Eero Erkki Emanuel"	1943-01-01		1999-03-24	2011-04-19	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Akaan-Penttilä, Eero (1943-)"	"Male"	"edustaja"	
113	"http://ldf.fi/semparl/people/p113"	"Ala-Harja"	"Kirsti"		"Kirsti Raili"	1936-01-01		1987-03-21	1999-03-23	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ala-Harja, Kirsti (1936-)"	"Female"	"edustaja"	
114	"http://ldf.fi/semparl/people/p114"	"Ala-Kapee-Hakulinen"	"Pirjo"	"Ala-Kapee"	"Pirjo Anneli"	1944-01-01		1979-03-24	1989-04-30	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ala-Kapee-Hakulinen, Pirjo (1944-)"	"Female"	"edustaja"	
114	"http://ldf.fi/semparl/people/p114"	"Ala-Kapee-Hakulinen"	"Pirjo"	"Ala-Kapee"	"Pirjo Anneli"	1944-01-01		1986-01-01	1987-12-31	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Ala-Kapee-Hakulinen, Pirjo (1944-)"	"Female"	"opetusministeri"	"Sorsan IV hallitus"
910245	"http://ldf.fi/semparl/people/p910245"	"Ala-Kulju"	"Eveliina"	"Poikonen"		1867-01-01	1940-01-01	1907-05-22	1910-02-28	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Ala-Kulju, Eveliina (1867-1940)"	"Female"	"edustaja"	
910245	"http://ldf.fi/semparl/people/p910245"	"Ala-Kulju"	"Eveliina"	"Poikonen"		1867-01-01	1940-01-01	1914-02-02	1919-03-31	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Ala-Kulju, Eveliina (1867-1940)"	"Female"	"edustaja"	
910246	"http://ldf.fi/semparl/people/p910246"	"Ala-Kulju"	"Reino"			1898-01-01	1983-01-01	1933-09-01	1939-08-31	"IKL"	"http://ldf.fi/semparl/groups/Q1442516"	"Ala-Kulju, Reino (1898-1983)"	"Male"	"edustaja"	
910246	"http://ldf.fi/semparl/people/p910246"	"Ala-Kulju"	"Reino"			1898-01-01	1983-01-01	1952-09-25	1954-03-28	"IKL"	"http://ldf.fi/semparl/groups/Q1442516"	"Ala-Kulju, Reino (1898-1983)"	"Male"	"edustaja"	
910246	"http://ldf.fi/semparl/people/p910246"	"Ala-Kulju"	"Reino"			1898-01-01	1983-01-01	1959-12-01	1966-04-04	"IKL"	"http://ldf.fi/semparl/groups/Q1442516"	"Ala-Kulju, Reino (1898-1983)"	"Male"	"edustaja"	
910247	"http://ldf.fi/semparl/people/p910247"	"Ala-Mäyry"	"Heikki"			1893-01-01	1960-01-01	1948-07-22	1951-07-20	"Kok."	"http://ldf.fi/semparl/groups/Q304191"	"Ala-Mäyry, Heikki (1893-1960)"	"Male"	"edustaja"	
392	"http://ldf.fi/semparl/people/p392"	"Ala-Nissilä"	"Olavi"		"Olavi Oskari"	1949-01-01		1991-03-22	2006-02-28	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ala-Nissilä, Olavi (1949-)"	"Male"	"edustaja"	
392	"http://ldf.fi/semparl/people/p392"	"Ala-Nissilä"	"Olavi"		"Olavi Oskari"	1949-01-01		2015-04-22	2019-04-16	"Kesk."	"http://ldf.fi/semparl/groups/Q506591"	"Ala-Nissilä, Olavi (1949-)"	"Male"	"edustaja"	
910248	"http://ldf.fi/semparl/people/p910248"	"Alanen"	"Ivar"	"Lammi"		1863-01-01	1936-01-01	1917-11-01	1922-09-04	"Suomalainen puolue"	"http://ldf.fi/semparl/groups/Q1378704"	"Alanen, Ivar (1863-1936)"	"Male"	"edustaja"	
910249	"http://ldf.fi/semparl/people/p910249"	"Alanko"	"Kustaa"	"Lindholm"	"Kustaa Aadolf"	1905-01-01	1985-01-01	1948-07-22	1966-04-04	"SDP"	"http://ldf.fi/semparl/groups/Q499029"	"Alanko, Kustaa (1905-1985)"	"Male"	"edustaja"	
