id__short	id	family	given	other_family_names	other_given_names	label	gender	birth	death	role_label	group_label	group_id	group_class	parl_period_start	parl_period_end	party	party_ids
910215	http://ldf.fi/semparl/people/p910215	Aakula	Eemeli		Mikkel Emil; Mikko Eemeli	Aakula, Eemeli (1879-1955)	Male	1879-01-01	1955-12-31	jäsen	Maalaisliiton eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g3120483882249427796	http://ldf.fi/semparl/groups/pg4	1930-10-21	1936-08-31	Kesk.	http://ldf.fi/semparl/groups/Q506591
910216	http://ldf.fi/semparl/people/p910216	Aakula	Pekka		Petter	Aakula, Pekka (1866-1928)	Male	1866-01-01	1928-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1909-1910)	http://ldf.fi/semparl/groups/g1456398722153620144	http://ldf.fi/semparl/groups/pg1	1909-10-01	1911-01-31	SDP	http://ldf.fi/semparl/groups/Q499029
910216	http://ldf.fi/semparl/people/p910216	Aakula	Pekka		Petter	Aakula, Pekka (1866-1928)	Male	1866-01-01	1928-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1917-1917)	http://ldf.fi/semparl/groups/g2733262273187379035	http://ldf.fi/semparl/groups/pg1	1914-02-02	1917-10-31	SDP	http://ldf.fi/semparl/groups/Q499029
910217	http://ldf.fi/semparl/people/p910217	Aalle-Teljo	Ida	Ahlstedt	Ida Sofia	Aalle-Teljo, Ida (1875-1955)	Female	1875-01-01	1955-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1917-1917)	http://ldf.fi/semparl/groups/g2733262273187379035	http://ldf.fi/semparl/groups/pg1	1907-05-22	1917-10-31	SDP	http://ldf.fi/semparl/groups/Q499029
910218	http://ldf.fi/semparl/people/p910218	Aaltio	Eino	Andelin	E.A.; Eino Abram	Aaltio, Eino (1889-1974)	Male	1889-01-01	1974-12-31	jäsen	Maalaisliiton eduskuntaryhmä (1927-1929)	http://ldf.fi/semparl/groups/g2931158381513559880	http://ldf.fi/semparl/groups/pg4	1929-02-01	1929-07-31	Kesk.	http://ldf.fi/semparl/groups/Q506591
910219	http://ldf.fi/semparl/people/p910219	Aaltio	Sampsa		Sampsa Eino Urmas	Aaltio, Sampsa (1927-2013)	Male	1927-01-01	2013-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1979-1983)	http://ldf.fi/semparl/groups/g2635046619615549727	http://ldf.fi/semparl/groups/pg2	1979-03-24	1987-03-20	Kok.	http://ldf.fi/semparl/groups/Q304191
910207	http://ldf.fi/semparl/people/p910207	Aalto	Anna-Kaarina			Aalto, Anna-Kaarina (1920-1994)	Female	1920-01-01	1994-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1970-1972)	http://ldf.fi/semparl/groups/g1697531733950517573	http://ldf.fi/semparl/groups/pg2	1971-02-02	1972-01-21	Kok.	http://ldf.fi/semparl/groups/Q304191
910220	http://ldf.fi/semparl/people/p910220	Aalto	Artturi	Silfver	Arthur August	Aalto, Artturi (1876-1937)	Male	1876-01-01	1937-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1929-1930)	http://ldf.fi/semparl/groups/g1867966280896458871	http://ldf.fi/semparl/groups/pg1	1919-04-01	1933-08-31	SDP	http://ldf.fi/semparl/groups/Q499029
Q717436	http://ldf.fi/semparl/people/Q717436	Aalto	Arvo			Aalto, Arvo (1932-)	Male	1932-07-13		työvoimaministeri	Sorsan II hallitus	http://ldf.fi/semparl/groups/Sorsa_II	http://ldf.fi/schema/semparl/Government	1977-05-15	1979-05-26	SKDL	http://ldf.fi/semparl/groups/Q585735
Q717436	http://ldf.fi/semparl/people/Q717436	Aalto	Arvo			Aalto, Arvo (1932-)	Male	1932-07-13		työvoimaministeri	Koiviston II hallitus	http://ldf.fi/semparl/groups/Koivisto_II	http://ldf.fi/schema/semparl/Government	1979-05-26	1981-03-20	SKDL	http://ldf.fi/semparl/groups/Q585735
910221	http://ldf.fi/semparl/people/p910221	Aalto	Johan	Ståhlberg	J.F.; Johan Fredrik	Aalto, Johan (1886-1946)	Male	1886-01-01	1946-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1924-1927)	http://ldf.fi/semparl/groups/g2001368137973020577	http://ldf.fi/semparl/groups/pg1	1924-05-01	1930-10-20	SDP	http://ldf.fi/semparl/groups/Q499029
910221	http://ldf.fi/semparl/people/p910221	Aalto	Johan	Ståhlberg	J.F.; Johan Fredrik	Aalto, Johan (1886-1946)	Male	1886-01-01	1946-12-31	pj	Sosialidemokraattinen eduskuntaryhmä (aika ei tiedossa)	http://ldf.fi/semparl/groups/g1099766637423990927	http://ldf.fi/semparl/groups/pg1			SDP	http://ldf.fi/semparl/groups/Q499029
Q3810108	http://ldf.fi/semparl/people/Q3810108	Aalto	Jorma			Aalto, Jorma S. (1935-2019)	Male	1935-02-14	2019-01-15	apulaisoikeuskansleri				1971-01-01	1974-12-31		
Q3810108	http://ldf.fi/semparl/people/Q3810108	Aalto	Jorma			Aalto, Jorma S. (1935-2019)	Male	1935-02-14	2019-01-15	oikeusasiamies				1974-01-01	1986-12-31		
Q3810108	http://ldf.fi/semparl/people/Q3810108	Aalto	Jorma			Aalto, Jorma S. (1935-2019)	Male	1935-02-14	2019-01-15	oikeuskansleri				1986-01-01	1998-12-31		
910222	http://ldf.fi/semparl/people/p910222	Aalto	Kalle		Kalle Nestor	Aalto, Kalle (1884-1950)	Male	1884-01-01	1950-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1919-1922)	http://ldf.fi/semparl/groups/g3291458256787695324	http://ldf.fi/semparl/groups/pg1	1919-10-16	1922-09-04	SDP	http://ldf.fi/semparl/groups/Q499029
910208	http://ldf.fi/semparl/people/p910208	Aalto	Lyyli	Fält; Lyylilä	Lyyli Helena	Aalto, Lyyli (1916-1990)	Female	1916-01-01	1990-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1962-1966)	http://ldf.fi/semparl/groups/g3326472115051509927	http://ldf.fi/semparl/groups/pg1	1958-07-22	1979-03-23	SDP	http://ldf.fi/semparl/groups/Q499029
910223	http://ldf.fi/semparl/people/p910223	Aalto	Matti	Frisk		Aalto, Matti (1876-1950)	Male	1876-01-01	1950-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1907-1908)	http://ldf.fi/semparl/groups/g5779453502752129599	http://ldf.fi/semparl/groups/pg1	1907-05-22	1908-07-31	SDP	http://ldf.fi/semparl/groups/Q499029
1346	http://ldf.fi/semparl/people/p1346	Aalto	Touko		Touko Juhani	Aalto, Touko (1984-)	Male	1984-01-01		jäsen	Vihreä eduskuntaryhmä (2015-2019)	http://ldf.fi/semparl/groups/g2892003911357776701	http://ldf.fi/semparl/groups/pg9	2015-04-22	2019-04-16	Vihr.	http://ldf.fi/semparl/groups/Q196695
910227	http://ldf.fi/semparl/people/p910227	Aalto-Setälä	Toivo	Aalto	T.A.; Toivo Armas	Aalto-Setälä, Toivo (1896-1977)	Male	1896-01-01	1977-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1927-1929)	http://ldf.fi/semparl/groups/g2028410262018930081	http://ldf.fi/semparl/groups/pg2	1927-09-02	1929-07-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910227	http://ldf.fi/semparl/people/p910227	Aalto-Setälä	Toivo	Aalto	T.A.; Toivo Armas	Aalto-Setälä, Toivo (1896-1977)	Male	1896-01-01	1977-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g1848908553333400588	http://ldf.fi/semparl/groups/pg2	1930-10-21	1933-08-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910209	http://ldf.fi/semparl/people/p910209	Aaltonen	Aimo		Aimo Anshelm	Aaltonen, Aimo (1906-1987)	Male	1906-01-01	1987-12-31	jäsen	Suomen kansan demokraattisen liiton eduskuntaryhmä (1951-1954)	http://ldf.fi/semparl/groups/g2489266691594555644	http://ldf.fi/semparl/groups/pg6	1945-04-06	1962-02-19	SKDL	http://ldf.fi/semparl/groups/Q585735
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g1171986836855142312	http://ldf.fi/semparl/groups/pg1	1929-08-01	1936-08-31	SDP	http://ldf.fi/semparl/groups/Q499029
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	sosiaaliministeri	Linkomiehen hallitus	http://ldf.fi/semparl/groups/Linkomies	http://ldf.fi/schema/semparl/Government	1943-01-01	1944-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	sosiaaliministeri	Hackzellin hallitus	http://ldf.fi/semparl/groups/Hackzell	http://ldf.fi/schema/semparl/Government	1944-01-01	1944-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	salkuton ministeri	Fagerholmin hallitus	http://ldf.fi/semparl/groups/Fagerholm	http://ldf.fi/schema/semparl/Government	1948-01-01	1948-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	ministeri valtioneuvoston kansliassa	Fagerholmin hallitus	http://ldf.fi/semparl/groups/Fagerholm	http://ldf.fi/schema/semparl/Government	1948-01-01	1949-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	toinen valtiovarainministeri	Fagerholmin hallitus	http://ldf.fi/semparl/groups/Fagerholm	http://ldf.fi/schema/semparl/Government	1948-01-01	1949-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
910226	http://ldf.fi/semparl/people/p910226	Aaltonen	Aleksi		Aleksius	Aaltonen, Aleksi (1892-1956)	Male	1892-01-01	1956-12-31	sosiaaliministeri	Fagerholmin hallitus	http://ldf.fi/semparl/groups/Fagerholm	http://ldf.fi/schema/semparl/Government	1949-01-01	1950-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
102	http://ldf.fi/semparl/people/p102	Aaltonen	Markus		Markus Sakari	Aaltonen, Markus (1946-)	Male	1946-01-01		jäsen	Sosialidemokraattinen eduskuntaryhmä (1987-1991)	http://ldf.fi/semparl/groups/g1214937868607058397	http://ldf.fi/semparl/groups/pg1	1975-09-27	1991-03-21	SDP	http://ldf.fi/semparl/groups/Q499029
102	http://ldf.fi/semparl/people/p102	Aaltonen	Markus		Markus Sakari	Aaltonen, Markus (1946-)	Male	1946-01-01		jäsen	Sosialidemokraattinen eduskuntaryhmä (1995-1999)	http://ldf.fi/semparl/groups/g1283084144709346097	http://ldf.fi/semparl/groups/pg1	1995-03-24	1999-03-23	SDP	http://ldf.fi/semparl/groups/Q499029
910031	http://ldf.fi/semparl/people/p910031	Aarnio	Ernesti	Henriksson	K.E.; Kaarlo Ernesti	Aarnio, Ernesti (1877-1938)	Male	1877-01-01	1938-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1927-1929)	http://ldf.fi/semparl/groups/g2028410262018930081	http://ldf.fi/semparl/groups/pg2	1927-09-02	1929-07-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910080	http://ldf.fi/semparl/people/p910080	Aarniokoski	Paavo		Paavo Paatrikki	Aarniokoski, Paavo (1893-1961)	Male	1893-01-01	1961-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1936-1939)	http://ldf.fi/semparl/groups/g4144186614790269843	http://ldf.fi/semparl/groups/pg1	1933-09-01	1945-04-05	SDP	http://ldf.fi/semparl/groups/Q499029
910214	http://ldf.fi/semparl/people/p910214	Aas	Aslak		Pertti Aslak	Aas, Aslak (1935-1999)	Male	1935-01-01	1999-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1970-1972)	http://ldf.fi/semparl/groups/g1697531733950517573	http://ldf.fi/semparl/groups/pg2	1970-03-23	1972-01-21	Kok.	http://ldf.fi/semparl/groups/Q304191
910228	http://ldf.fi/semparl/people/p910228	Aattela	Hugo	Virtanen	Hugo Emil	Aattela, Hugo (1897-1959)	Male	1897-01-01	1959-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g1171986836855142312	http://ldf.fi/semparl/groups/pg1	1929-09-24	1945-04-05	SDP	http://ldf.fi/semparl/groups/Q499029
910228	http://ldf.fi/semparl/people/p910228	Aattela	Hugo	Virtanen	Hugo Emil	Aattela, Hugo (1897-1959)	Male	1897-01-01	1959-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1948-1951)	http://ldf.fi/semparl/groups/g1462591807718435258	http://ldf.fi/semparl/groups/pg1	1949-04-05	1951-07-20	SDP	http://ldf.fi/semparl/groups/Q499029
1306	http://ldf.fi/semparl/people/p1306	Adlercreutz	Anders		Anders Erik Gunnar	Adlercreutz, Anders (1970-)	Male	1970-01-01		jäsen	Ruotsalainen eduskuntaryhmä (2015-2019)	http://ldf.fi/semparl/groups/g1729312279305459231	http://ldf.fi/semparl/groups/pg5	2015-04-22		RKP	http://ldf.fi/semparl/groups/Q845537
1306	http://ldf.fi/semparl/people/p1306	Adlercreutz	Anders		Anders Erik Gunnar	Adlercreutz, Anders (1970-)	Male	1970-01-01		puheenjohtaja	Ruotsalainen eduskuntaryhmä (2019-2023)	http://ldf.fi/semparl/groups/g3826779785286699655	http://ldf.fi/semparl/groups/pg5	2019-06-07		RKP	http://ldf.fi/semparl/groups/Q845537
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1987-1991)	http://ldf.fi/semparl/groups/g1214937868607058397	http://ldf.fi/semparl/groups/pg1	1970-03-23	1990-06-30	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	puheenjohtaja	Sosialidemokraattinen eduskuntaryhmä (1979-1983)	http://ldf.fi/semparl/groups/g1440763293720676834	http://ldf.fi/semparl/groups/pg1	1975-01-01	1982-12-31	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	ministeri kauppa- ja teollisuusministeriössä	Sorsan III hallitus	http://ldf.fi/semparl/groups/Sorsa_III	http://ldf.fi/schema/semparl/Government	1982-02-19	1983-05-05	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	ministeri sosiaali- ja terveysministeriössä	Sorsan III hallitus	http://ldf.fi/semparl/groups/Sorsa_III	http://ldf.fi/schema/semparl/Government	1982-02-19	1983-05-05	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	sisäasiainministeri	Sorsan III hallitus	http://ldf.fi/semparl/groups/Sorsa_III	http://ldf.fi/schema/semparl/Government	1982-02-19	1983-05-06	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	sisäasiainministeri	Sorsan IV hallitus	http://ldf.fi/semparl/groups/Sorsa_IV	http://ldf.fi/schema/semparl/Government	1983-05-06	1983-09-30	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	ministeri kauppa- ja teollisuusministeriössä	Sorsan IV hallitus	http://ldf.fi/semparl/groups/Sorsa_IV	http://ldf.fi/schema/semparl/Government	1983-05-06	1983-09-30	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	ministeri sosiaali- ja terveysministeriössä	Sorsan IV hallitus	http://ldf.fi/semparl/groups/Sorsa_IV	http://ldf.fi/schema/semparl/Government	1983-05-06	1987-04-29	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	ministeri maa- ja metsätalousministeriössä	Sorsan IV hallitus	http://ldf.fi/semparl/groups/Sorsa_IV	http://ldf.fi/schema/semparl/Government	1983-05-06	1983-09-30	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	ympäristöministeri	Sorsan IV hallitus	http://ldf.fi/semparl/groups/Sorsa_IV	http://ldf.fi/schema/semparl/Government	1983-10-01	1987-04-30	SDP	http://ldf.fi/semparl/groups/Q499029
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	puhemies	Puhemiehistö (1987-1991)	http://ldf.fi/semparl/groups/g1384034736607749841	http://ldf.fi/semparl/groups/committees/pmt01	1987-05-08	1989-01-31		
103	http://ldf.fi/semparl/people/p103	Ahde	Matti		Matti Allan	Ahde, Matti (1945-2019)	Male	1945-01-01	2019-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (2003-2007)	http://ldf.fi/semparl/groups/g2389634173537262882	http://ldf.fi/semparl/groups/pg1	2003-03-19	2011-04-19	SDP	http://ldf.fi/semparl/groups/Q499029
Q11856432	http://ldf.fi/semparl/people/Q11856432	Ahla	E.		E. Eino Johannes	Ahla, E. J. (1888-1961)	Male	1888-09-14	1961-07-26	apulaisoikeuskansleri				1928-01-01	1933-12-31		
910229	http://ldf.fi/semparl/people/p910229	Ahlfors	Fanny		Fanny Augusta	Ahlfors, Fanny (1884-1947)	Female	1884-01-01	1947-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1924-1927)	http://ldf.fi/semparl/groups/g2001368137973020577	http://ldf.fi/semparl/groups/pg1	1919-04-01	1927-09-01	SDP	http://ldf.fi/semparl/groups/Q499029
910229	http://ldf.fi/semparl/people/p910229	Ahlfors	Fanny		Fanny Augusta	Ahlfors, Fanny (1884-1947)	Female	1884-01-01	1947-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g1171986836855142312	http://ldf.fi/semparl/groups/pg1	1930-10-21	1933-08-31	SDP	http://ldf.fi/semparl/groups/Q499029
910230	http://ldf.fi/semparl/people/p910230	Ahlroos	Frans		Frans Fredrik Wilhelm	Ahlroos, Frans (1867-1948)	Male	1867-01-01	1948-12-31	jäsen	Ruotsalainen eduskuntaryhmä (1907-1908)	http://ldf.fi/semparl/groups/g2878161650979364635	http://ldf.fi/semparl/groups/pg5	1907-05-22	1909-05-31	RKP	http://ldf.fi/semparl/groups/Q845537
910231	http://ldf.fi/semparl/people/p910231	Ahlström	Antti		Anton	Ahlström, Antti (1869-1932)	Male	1869-01-01	1932-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1908-1909)	http://ldf.fi/semparl/groups/g2107606684527330861	http://ldf.fi/semparl/groups/pg1	1908-08-01	1909-05-31	SDP	http://ldf.fi/semparl/groups/Q499029
910232	http://ldf.fi/semparl/people/p910232	Ahmala	Heikki			Ahmala, Heikki (1879-1940)	Male	1879-01-01	1940-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1914-1917)	http://ldf.fi/semparl/groups/g9341768230823957190	http://ldf.fi/semparl/groups/pg1	1914-02-02	1917-04-03	SDP	http://ldf.fi/semparl/groups/Q499029
910233	http://ldf.fi/semparl/people/p910233	Ahmala	Kustaa			Ahmala, Kustaa (1867-1933)	Male	1867-01-01	1933-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1917-1919)	http://ldf.fi/semparl/groups/g3120678013025297046	http://ldf.fi/semparl/groups/pg1	1917-11-01	1918-05-16	SDP	http://ldf.fi/semparl/groups/Q499029
910234	http://ldf.fi/semparl/people/p910234	Ahmavaara	Arvi	Aulin	Kaarlo Arvi Eliel	Ahmavaara, Arvi (1886-1957)	Male	1886-01-01	1957-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1929-1930)	http://ldf.fi/semparl/groups/g2798262016488006164	http://ldf.fi/semparl/groups/pg2	1929-08-01	1930-10-20	Kok.	http://ldf.fi/semparl/groups/Q304191
910234	http://ldf.fi/semparl/people/p910234	Ahmavaara	Arvi	Aulin	Kaarlo Arvi Eliel	Ahmavaara, Arvi (1886-1957)	Male	1886-01-01	1957-12-31	oikeusministeri	Cajanderin III hallitus	http://ldf.fi/semparl/groups/Cajander_III	http://ldf.fi/schema/semparl/Government	1937-01-01	1938-12-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910234	http://ldf.fi/semparl/people/p910234	Ahmavaara	Arvi	Aulin	Kaarlo Arvi Eliel	Ahmavaara, Arvi (1886-1957)	Male	1886-01-01	1957-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1951-1954)	http://ldf.fi/semparl/groups/g2770644896683251065	http://ldf.fi/semparl/groups/pg2	1945-04-06	1954-03-28	Kok.	http://ldf.fi/semparl/groups/Q304191
910234	http://ldf.fi/semparl/people/p910234	Ahmavaara	Arvi	Aulin	Kaarlo Arvi Eliel	Ahmavaara, Arvi (1886-1957)	Male	1886-01-01	1957-12-31	pj	Kansallisen kokoomuksen eduskuntaryhmä (aika ei tiedossa)	http://ldf.fi/semparl/groups/g2241311076264045962	http://ldf.fi/semparl/groups/pg2			Kok.	http://ldf.fi/semparl/groups/Q304191
910235	http://ldf.fi/semparl/people/p910235	Ahmavaara	Pekka	Aulin		Ahmavaara, Pekka (1862-1929)	Male	1862-01-01	1929-12-31	jäsen	Nuorsuomalainen puolue (eduskuntaryhmä) (1908-1909)	http://ldf.fi/semparl/groups/g1341545591098625463	http://ldf.fi/semparl/groups/pg11	1907-05-22	1917-04-03	Nuorsuomalainen Puolue (1894-1918)	http://ldf.fi/semparl/groups/Q1713433
910235	http://ldf.fi/semparl/people/p910235	Ahmavaara	Pekka	Aulin		Ahmavaara, Pekka (1862-1929)	Male	1862-01-01	1929-12-31	jäsen	Nuorsuomalainen puolue (eduskuntaryhmä) (1917-1919)	http://ldf.fi/semparl/groups/g8720259234750609440	http://ldf.fi/semparl/groups/pg11	1917-11-01	1918-12-08	Nuorsuomalainen Puolue (1894-1918)	http://ldf.fi/semparl/groups/Q1713433
910235	http://ldf.fi/semparl/people/p910235	Ahmavaara	Pekka	Aulin		Ahmavaara, Pekka (1862-1929)	Male	1862-01-01	1929-12-31	ensimmäinen varapuhemies	Puhemiehistö (1917-1919)	http://ldf.fi/semparl/groups/g1152800384499108733	http://ldf.fi/semparl/groups/committees/pmt01	1918-09-27	1918-11-04		
910235	http://ldf.fi/semparl/people/p910235	Ahmavaara	Pekka	Aulin		Ahmavaara, Pekka (1862-1929)	Male	1862-01-01	1929-12-31	toinen varapuhemies	Puhemiehistö (1917-1919)	http://ldf.fi/semparl/groups/g1152800384499108733	http://ldf.fi/semparl/groups/committees/pmt01	1918-11-06	1919-03-31		
910235	http://ldf.fi/semparl/people/p910235	Ahmavaara	Pekka	Aulin		Ahmavaara, Pekka (1862-1929)	Male	1862-01-01	1929-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1917-1919)	http://ldf.fi/semparl/groups/g3323064425113473542	http://ldf.fi/semparl/groups/pg2	1918-12-09	1919-03-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910235	http://ldf.fi/semparl/people/p910235	Ahmavaara	Pekka	Aulin		Ahmavaara, Pekka (1862-1929)	Male	1862-01-01	1929-12-31	pj	Kansallisen kokoomuksen eduskuntaryhmä (aika ei tiedossa)	http://ldf.fi/semparl/groups/g2241311076264045962	http://ldf.fi/semparl/groups/pg2			Kok.	http://ldf.fi/semparl/groups/Q304191
Q11853407	http://ldf.fi/semparl/people/Q11853407	Aho	Aukusti			Aho, Aukusti (1867-1934)	Male	1867-10-20	1934-03-16	kauppa- ja teollisuusministeri	Cajanderin hallitus	http://ldf.fi/semparl/groups/Cajander	http://ldf.fi/schema/semparl/Government	1922-06-02	1922-11-14		
Q11853407	http://ldf.fi/semparl/people/Q11853407	Aho	Aukusti			Aho, Aukusti (1867-1934)	Male	1867-10-20	1934-03-16	kauppa- ja teollisuusministeri	Kallion hallitus	http://ldf.fi/semparl/groups/Kallio	http://ldf.fi/schema/semparl/Government	1922-11-30	1924-01-18		
104	http://ldf.fi/semparl/people/p104	Aho	Esko		Esko Tapani	Aho, Esko (1954-)	Male	1954-01-01		jäsen	Keskustan eduskuntaryhmä (1999-2003)	http://ldf.fi/semparl/groups/g2050699300375678925	http://ldf.fi/semparl/groups/pg3	1983-03-26	2003-03-18	Kesk.	http://ldf.fi/semparl/groups/Q506591
104	http://ldf.fi/semparl/people/p104	Aho	Esko		Esko Tapani	Aho, Esko (1954-)	Male	1954-01-01		puhemies	Puhemiehistö (1991-1995)	http://ldf.fi/semparl/groups/g1236353251737526155	http://ldf.fi/semparl/groups/committees/pmt01	1991-04-04	1991-04-26		
104	http://ldf.fi/semparl/people/p104	Aho	Esko		Esko Tapani	Aho, Esko (1954-)	Male	1954-01-01		pääministeri	Ahon hallitus	http://ldf.fi/semparl/groups/Aho	http://ldf.fi/schema/semparl/Government	1991-04-26	1995-04-12	Kesk.	http://ldf.fi/semparl/groups/Q506591
557	http://ldf.fi/semparl/people/p557	Aho	Hannu		Hannu Tapio	Aho, Hannu (1947-)	Male	1947-01-01		jäsen	Keskustan eduskuntaryhmä (1999-2003)	http://ldf.fi/semparl/groups/g2050699300375678925	http://ldf.fi/semparl/groups/pg3	1999-03-24	2003-03-18	Kesk.	http://ldf.fi/semparl/groups/Q506591
105	http://ldf.fi/semparl/people/p105	Aho	Raila		Raila Orvokki	Aho, Raila (1937-)	Female	1937-01-01		jäsen	Suomen kansan demokraattisen liiton eduskuntaryhmä (1987-1991)	http://ldf.fi/semparl/groups/g7416668851137876731	http://ldf.fi/semparl/groups/pg6	1987-03-21	1990-12-31	SKDL	http://ldf.fi/semparl/groups/Q585735
105	http://ldf.fi/semparl/people/p105	Aho	Raila		Raila Orvokki	Aho, Raila (1937-)	Female	1937-01-01		vpj	Suomen kansan demokraattisen liiton eduskuntaryhmä (1987-1991)	http://ldf.fi/semparl/groups/g7416668851137876731	http://ldf.fi/semparl/groups/pg6	1990-01-01	1990-12-31	SKDL	http://ldf.fi/semparl/groups/Q585735
105	http://ldf.fi/semparl/people/p105	Aho	Raila		Raila Orvokki	Aho, Raila (1937-)	Female	1937-01-01		jäsen	Vasemmistoliiton eduskuntaryhmä (1991-1995)	http://ldf.fi/semparl/groups/g3292348868406713683	http://ldf.fi/semparl/groups/pg10	1991-01-01	1995-03-23	Vas.	http://ldf.fi/semparl/groups/Q385927
