id__short	id	family	given	other_family_names	other_given_names	label	gender	birth	death	role_label	group_label	group_id	group_class	parl_period_start	parl_period_end	party	party_ids
910828	http://ldf.fi/semparl/people/p910828	Kulmala	Kalle		Kaarlo Albert	Kulmala, Kalle (1891-1936)	Male	1891-01-01	1936-12-31	jäsen	Työväen ja pienviljelijäin vaaliliitto (eduskuntaryhmä) (1924-1927)	http://ldf.fi/semparl/groups/g3077659312909161080	http://ldf.fi/semparl/groups/pg21	1924-05-01	1927-09-01	STPV	http://ldf.fi/semparl/groups/Q2305779
910828	http://ldf.fi/semparl/people/p910828	Kulmala	Kalle		Kaarlo Albert	Kulmala, Kalle (1891-1936)	Male	1891-01-01	1936-12-31	jäsen	Työväen ja pienviljelijäin puolue (eduskuntaryhmä) (1929-1930)	http://ldf.fi/semparl/groups/g2185745903625732399	http://ldf.fi/semparl/groups/pg15	1927-09-02	1930-10-20	PMP	http://ldf.fi/semparl/groups/Q1336715
1339	http://ldf.fi/semparl/people/p1339	Kulmala	Kari		Kari Juhani	Kulmala, Kari (1965-)	Male	1965-01-01		jäsen	Perussuomalaisten eduskuntaryhmä (2015-2019)	http://ldf.fi/semparl/groups/g2822574544384947196	http://ldf.fi/semparl/groups/pg7	2015-04-22	2017-06-12	PS	http://ldf.fi/semparl/groups/Q634277
1339	http://ldf.fi/semparl/people/p1339	Kulmala	Kari		Kari Juhani	Kulmala, Kari (1965-)	Male	1965-01-01		jäsen	Sininen eduskuntaryhmä (2015-2019)	http://ldf.fi/semparl/groups/g2319490735417825074	http://ldf.fi/semparl/groups/pg47	2017-06-13	2017-08-24	Sininen tulevaisuus	http://ldf.fi/semparl/groups/Q30337076
1339	http://ldf.fi/semparl/people/p1339	Kulmala	Kari		Kari Juhani	Kulmala, Kari (1965-)	Male	1965-01-01		jäsen	Sininen eduskuntaryhmä (2015-2019)	http://ldf.fi/semparl/groups/g1643919127931910393	http://ldf.fi/semparl/groups/pg18	2017-08-25	2019-04-16	Sininen tulevaisuus	http://ldf.fi/semparl/groups/Q30337076
1339	http://ldf.fi/semparl/people/p1339	Kulmala	Kari		Kari Juhani	Kulmala, Kari (1965-)	Male	1965-01-01		1. varapuheenjohtaja	Sininen eduskuntaryhmä (2015-2019)	http://ldf.fi/semparl/groups/g1643919127931910393	http://ldf.fi/semparl/groups/pg18	2018-01-31	2019-04-16	Sininen tulevaisuus	http://ldf.fi/semparl/groups/Q30337076
1340	http://ldf.fi/semparl/people/p1340	Kulmuni	Katri		Katri Briitta Ilona	Kulmuni, Katri (1987-)	Female	1987-01-01		jäsen	Keskustan eduskuntaryhmä (2019-2023)	http://ldf.fi/semparl/groups/g7496626067104636339	http://ldf.fi/semparl/groups/pg3	2015-04-22		Kesk.	http://ldf.fi/semparl/groups/Q506591
1340	http://ldf.fi/semparl/people/p1340	Kulmuni	Katri		Katri Briitta Ilona	Kulmuni, Katri (1987-)	Female	1987-01-01		elinkeinoministeri	Rinteen hallitus	http://ldf.fi/semparl/groups/Rinne	http://ldf.fi/schema/semparl/Government	2019-06-06	2019-12-09	Kesk.	http://ldf.fi/semparl/groups/Q506591
1340	http://ldf.fi/semparl/people/p1340	Kulmuni	Katri		Katri Briitta Ilona	Kulmuni, Katri (1987-)	Female	1987-01-01		valtiovarainministeri	Marinin hallitus	http://ldf.fi/semparl/groups/Marin	http://ldf.fi/schema/semparl/Government	2019-12-10	2020-06-08	Kesk.	http://ldf.fi/semparl/groups/Q506591
910829	http://ldf.fi/semparl/people/p910829	Kulovaara	Urho	Jakobsson	Urho Albinus	Kulovaara, Urho (1889-1964)	Male	1889-01-01	1964-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1951-1954)	http://ldf.fi/semparl/groups/g1660936898631202760	http://ldf.fi/semparl/groups/pg1	1930-10-21	1958-07-21	SDP	http://ldf.fi/semparl/groups/Q499029
910829	http://ldf.fi/semparl/people/p910829	Kulovaara	Urho	Jakobsson	Urho Albinus	Kulovaara, Urho (1889-1964)	Male	1889-01-01	1964-12-31	jäsen	Sosialidemokraattisen opposition eduskuntaryhmä (1958-1962)	http://ldf.fi/semparl/groups/g2857234437313900325	http://ldf.fi/semparl/groups/pg26	1958-07-22	1959-05-05		
910829	http://ldf.fi/semparl/people/p910829	Kulovaara	Urho	Jakobsson	Urho Albinus	Kulovaara, Urho (1889-1964)	Male	1889-01-01	1964-12-31	jäsen	Työväen ja pienviljelijäin sosialidemokraattinen liitto (eduskuntaryhmä) (1958-1962)	http://ldf.fi/semparl/groups/g5045161004036107721	http://ldf.fi/semparl/groups/pg19	1959-05-06	1962-02-19	TPSL	http://ldf.fi/semparl/groups/Q1813319
575	http://ldf.fi/semparl/people/p575	Kummola	Kalervo		Kalervo Juhani	Kummola, Kalervo (1945-)	Male	1945-01-01		jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1999-2003)	http://ldf.fi/semparl/groups/g1133592948185919082	http://ldf.fi/semparl/groups/pg2	1999-03-24	2003-03-18	Kok.	http://ldf.fi/semparl/groups/Q304191
575	http://ldf.fi/semparl/people/p575	Kummola	Kalervo		Kalervo Juhani	Kummola, Kalervo (1945-)	Male	1945-01-01		1. varapuheenjohtaja	Kansallisen kokoomuksen eduskuntaryhmä (1999-2003)	http://ldf.fi/semparl/groups/g1133592948185919082	http://ldf.fi/semparl/groups/pg2	2002-02-04	2003-03-18	Kok.	http://ldf.fi/semparl/groups/Q304191
807	http://ldf.fi/semparl/people/p807	Kumpula-Natri	Miapetra	Kumpula	Miapetra Susanna	Kumpula-Natri, Miapetra (1972-)	Female	1972-01-01		jäsen	Sosialidemokraattinen eduskuntaryhmä (2003-2007)	http://ldf.fi/semparl/groups/g2389634173537262882	http://ldf.fi/semparl/groups/pg1	2003-03-19	2014-06-30	SDP	http://ldf.fi/semparl/groups/Q499029
807	http://ldf.fi/semparl/people/p807	Kumpula-Natri	Miapetra	Kumpula	Miapetra Susanna	Kumpula-Natri, Miapetra (1972-)	Female	1972-01-01		1. varapuheenjohtaja	Sosialidemokraattinen eduskuntaryhmä (2011-2015)	http://ldf.fi/semparl/groups/g2449185785840254561	http://ldf.fi/semparl/groups/pg1	2010-02-02	2011-06-21	SDP	http://ldf.fi/semparl/groups/Q499029
910830	http://ldf.fi/semparl/people/p910830	Kunnassalo	Oskari	Sirén	Oskar	Kunnassalo, Oskari (1856-1931)	Male	1856-01-01	1931-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1911-1914)	http://ldf.fi/semparl/groups/g2021505222936129020	http://ldf.fi/semparl/groups/pg1	1911-02-01	1914-02-01	SDP	http://ldf.fi/semparl/groups/Q499029
910831	http://ldf.fi/semparl/people/p910831	Kuokkanen	Erkki		Erkki Veikko	Kuokkanen, Erkki (1887-1956)	Male	1887-01-01	1956-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g1848908553333400588	http://ldf.fi/semparl/groups/pg2	1927-09-02	1933-08-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910831	http://ldf.fi/semparl/people/p910831	Kuokkanen	Erkki		Erkki Veikko	Kuokkanen, Erkki (1887-1956)	Male	1887-01-01	1956-12-31	sisäasiainministeri	Svinhufvudin II hallitus	http://ldf.fi/semparl/groups/Svinhufvud_II	http://ldf.fi/schema/semparl/Government	1930-07-04	1931-03-21	Kok.	http://ldf.fi/semparl/groups/Q304191
444	http://ldf.fi/semparl/people/p444	Kuoppa	Mikko		Mikko Kalevi	Kuoppa, Mikko (1944-)	Male	1944-01-01		jäsen	Suomen kansan demokraattisen liiton eduskuntaryhmä (1983-1987)	http://ldf.fi/semparl/groups/g3057237396928088440	http://ldf.fi/semparl/groups/pg6	1979-03-24	1986-06-04	SKDL	http://ldf.fi/semparl/groups/Q585735
444	http://ldf.fi/semparl/people/p444	Kuoppa	Mikko		Mikko Kalevi	Kuoppa, Mikko (1944-)	Male	1944-01-01		jäsen	Demokraattinen vaihtoehto (eduskuntaryhmä) (1983-1987)	http://ldf.fi/semparl/groups/g3010331205989690614	http://ldf.fi/semparl/groups/pg27	1986-06-05	1987-03-20	DeVa	http://ldf.fi/semparl/groups/Q540982
444	http://ldf.fi/semparl/people/p444	Kuoppa	Mikko		Mikko Kalevi	Kuoppa, Mikko (1944-)	Male	1944-01-01		jäsen	Vasemmistoliiton eduskuntaryhmä (1995-1999)	http://ldf.fi/semparl/groups/g1959532421032475074	http://ldf.fi/semparl/groups/pg10	1995-03-24	1995-08-24	Vas.	http://ldf.fi/semparl/groups/Q385927
444	http://ldf.fi/semparl/people/p444	Kuoppa	Mikko		Mikko Kalevi	Kuoppa, Mikko (1944-)	Male	1944-01-01		jäsen	Vasemmistoryhmä (eduskuntaryhmä) (1995-1999)	http://ldf.fi/semparl/groups/g8523203663395617442	http://ldf.fi/semparl/groups/pg36	1995-08-25	1999-03-23	Vas.	http://ldf.fi/semparl/groups/Q385927
444	http://ldf.fi/semparl/people/p444	Kuoppa	Mikko		Mikko Kalevi	Kuoppa, Mikko (1944-)	Male	1944-01-01		jäsen	Vasemmistoliiton eduskuntaryhmä (2007-2011)	http://ldf.fi/semparl/groups/g2659801199229808968	http://ldf.fi/semparl/groups/pg10	1999-03-24	2011-04-19	Vas.	http://ldf.fi/semparl/groups/Q385927
910832	http://ldf.fi/semparl/people/p910832	Kuoppala	Väinö		Väinö Jooseppi	Kuoppala, Väinö (1914-1963)	Male	1914-01-01	1963-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1962-1966)	http://ldf.fi/semparl/groups/g2497265287391396831	http://ldf.fi/semparl/groups/pg2	1962-02-20	1963-09-02	Kok.	http://ldf.fi/semparl/groups/Q304191
910833	http://ldf.fi/semparl/people/p910833	Kuoppamäki	Lauri	Mäkinen		Kuoppamäki, Lauri (1877-1935)	Male	1877-01-01	1935-12-31	jäsen	Maalaisliiton eduskuntaryhmä (1917-1917)	http://ldf.fi/semparl/groups/g2508315466690119262	http://ldf.fi/semparl/groups/pg4	1917-04-04	1917-10-31	Kesk.	http://ldf.fi/semparl/groups/Q506591
476	http://ldf.fi/semparl/people/p476	Kuosmanen	Pekka		Pekka Kalevi	Kuosmanen, Pekka (1940-)	Male	1940-01-01		jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1999-2003)	http://ldf.fi/semparl/groups/g1133592948185919082	http://ldf.fi/semparl/groups/pg2	1995-03-24	2007-03-20	Kok.	http://ldf.fi/semparl/groups/Q304191
910834	http://ldf.fi/semparl/people/p910834	Kupari	Ville			Kupari, Ville (1900-1986)	Male	1900-01-01	1986-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1936-1939)	http://ldf.fi/semparl/groups/g4144186614790269843	http://ldf.fi/semparl/groups/pg1	1936-09-01	1945-04-05	SDP	http://ldf.fi/semparl/groups/Q499029
910835	http://ldf.fi/semparl/people/p910835	Kurikka	Juhani		Johannes	Kurikka, Juhani (1870-1930)	Male	1870-01-01	1930-12-31	jäsen	Nuorsuomalainen puolue (eduskuntaryhmä) (1908-1909)	http://ldf.fi/semparl/groups/g1341545591098625463	http://ldf.fi/semparl/groups/pg11	1908-08-01	1909-05-31	Nuorsuomalainen Puolue (1894-1918)	http://ldf.fi/semparl/groups/Q1713433
910835	http://ldf.fi/semparl/people/p910835	Kurikka	Juhani		Johannes	Kurikka, Juhani (1870-1930)	Male	1870-01-01	1930-12-31	jäsen	Nuorsuomalainen puolue (eduskuntaryhmä) (1911-1914)	http://ldf.fi/semparl/groups/g1077939845685581061	http://ldf.fi/semparl/groups/pg11	1911-02-01	1914-02-01	Nuorsuomalainen Puolue (1894-1918)	http://ldf.fi/semparl/groups/Q1713433
910836	http://ldf.fi/semparl/people/p910836	Kurkilahti	Martta	Lehtonen; Tenhunen	Martta Matilda	Kurkilahti, Martta (1900-1976)	Female	1900-01-01	1976-12-31	jäsen	Työväen ja pienviljelijäin puolue (eduskuntaryhmä) (1927-1929)	http://ldf.fi/semparl/groups/g1942652904234863323	http://ldf.fi/semparl/groups/pg15	1927-09-02	1927-11-15	PMP	http://ldf.fi/semparl/groups/Q1336715
910837	http://ldf.fi/semparl/people/p910837	Kurkinen	Severi	Hietalin		Kurkinen, Severi (1879-1945)	Male	1879-01-01	1945-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1910-1911)	http://ldf.fi/semparl/groups/g6653732686142515918	http://ldf.fi/semparl/groups/pg1	1910-03-01	1917-11-10	SDP	http://ldf.fi/semparl/groups/Q499029
477	http://ldf.fi/semparl/people/p477	Kurola	Osmo		Osmo Aarne	Kurola, Osmo (1948-)	Male	1948-01-01		jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1995-1999)	http://ldf.fi/semparl/groups/g3271154005360966433	http://ldf.fi/semparl/groups/pg2	1995-03-24	1999-03-23	Kok.	http://ldf.fi/semparl/groups/Q304191
910071	http://ldf.fi/semparl/people/p910071	Kurppa	Mauno		Mauno Johannes	Kurppa, Mauno (1927-1999)	Male	1927-01-01	1999-12-31	jäsen	Suomen maaseudun puolueen eduskuntaryhmä (1972-1975)	http://ldf.fi/semparl/groups/g3027150120143578693	http://ldf.fi/semparl/groups/pg13	1970-03-23	1972-10-07	SMP	http://ldf.fi/semparl/groups/Q1854411
910071	http://ldf.fi/semparl/people/p910071	Kurppa	Mauno		Mauno Johannes	Kurppa, Mauno (1927-1999)	Male	1927-01-01	1999-12-31	jäsen	Suomen kansan yhtenäisyyden puolue (eduskuntaryhmä) (1972-1975)	http://ldf.fi/semparl/groups/g2562985692493616888	http://ldf.fi/semparl/groups/pg23	1972-10-17	1975-09-26	SKYP	http://ldf.fi/semparl/groups/Q5450807
910071	http://ldf.fi/semparl/people/p910071	Kurppa	Mauno		Mauno Johannes	Kurppa, Mauno (1927-1999)	Male	1927-01-01	1999-12-31	pj	Suomen kansan yhtenäisyyden puolue (eduskuntaryhmä) (aika ei tiedossa)	http://ldf.fi/semparl/groups/g2545117269015343381	http://ldf.fi/semparl/groups/pg23			SKYP	http://ldf.fi/semparl/groups/Q5450807
1341	http://ldf.fi/semparl/people/p1341	Kurvinen	Antti		Antti Ilmari Vilhelm	Kurvinen, Antti (1986-)	Male	1986-01-01		jäsen	Keskustan eduskuntaryhmä (2019-2023)	http://ldf.fi/semparl/groups/g7496626067104636339	http://ldf.fi/semparl/groups/pg3	2015-04-22		Kesk.	http://ldf.fi/semparl/groups/Q506591
1341	http://ldf.fi/semparl/people/p1341	Kurvinen	Antti		Antti Ilmari Vilhelm	Kurvinen, Antti (1986-)	Male	1986-01-01		puheenjohtaja	Keskustan eduskuntaryhmä (2019-2023)	http://ldf.fi/semparl/groups/g7496626067104636339	http://ldf.fi/semparl/groups/pg3	2019-06-07	2021-05-26	Kesk.	http://ldf.fi/semparl/groups/Q506591
1341	http://ldf.fi/semparl/people/p1341	Kurvinen	Antti		Antti Ilmari Vilhelm	Kurvinen, Antti (1986-)	Male	1986-01-01		tiede- ja kulttuuriministeri	Marinin hallitus	http://ldf.fi/semparl/groups/Marin	http://ldf.fi/schema/semparl/Government	2021-05-27		Kesk.	http://ldf.fi/semparl/groups/Q506591
576	http://ldf.fi/semparl/people/p576	Kurvinen	Esko		Esko Anton	Kurvinen, Esko (1952-)	Male	1952-01-01		jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1999-2003)	http://ldf.fi/semparl/groups/g1133592948185919082	http://ldf.fi/semparl/groups/pg2	1999-03-24	2007-03-20	Kok.	http://ldf.fi/semparl/groups/Q304191
576	http://ldf.fi/semparl/people/p576	Kurvinen	Esko		Esko Anton	Kurvinen, Esko (1952-)	Male	1952-01-01		jäsen	Kansallisen kokoomuksen eduskuntaryhmä (2011-2015)	http://ldf.fi/semparl/groups/g6976704413249971659	http://ldf.fi/semparl/groups/pg2	2011-04-20	2015-04-21	Kok.	http://ldf.fi/semparl/groups/Q304191
910838	http://ldf.fi/semparl/people/p910838	Kuuliala	Wiljo-Kustaa	Nurminen		Kuuliala, Wiljo-Kustaa (1891-1958)	Male	1891-01-01	1958-12-31	jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1930-1933)	http://ldf.fi/semparl/groups/g1848908553333400588	http://ldf.fi/semparl/groups/pg2	1927-09-02	1933-08-31	Kok.	http://ldf.fi/semparl/groups/Q304191
910839	http://ldf.fi/semparl/people/p910839	Kuusela	Walter		Kustaa Walter	Kuusela, Walter (1903-1985)	Male	1903-01-01	1985-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1939-1945)	http://ldf.fi/semparl/groups/g4130553420450622495	http://ldf.fi/semparl/groups/pg1	1942-11-27	1948-07-21	SDP	http://ldf.fi/semparl/groups/Q499029
910840	http://ldf.fi/semparl/people/p910840	Kuusi	Pekka		Pekka Juhana	Kuusi, Pekka (1917-1989)	Male	1917-01-01	1989-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1966-1970)	http://ldf.fi/semparl/groups/g8398571782793266512	http://ldf.fi/semparl/groups/pg1	1966-04-05	1970-03-22	SDP	http://ldf.fi/semparl/groups/Q499029
910840	http://ldf.fi/semparl/people/p910840	Kuusi	Pekka		Pekka Juhana	Kuusi, Pekka (1917-1989)	Male	1917-01-01	1989-12-31	sosiaali- ja terveysministeri	Karjalaisen II hallitus	http://ldf.fi/semparl/groups/Karjalainen_II	http://ldf.fi/schema/semparl/Government	1971-03-26	1971-10-28	SDP	http://ldf.fi/semparl/groups/Q499029
910841	http://ldf.fi/semparl/people/p910841	Kuusinen	Hertta	Kuusinen-Leino	Hertta Elina	Kuusinen, Hertta (1904-1974)	Female	1904-01-01	1974-12-31	jäsen	Suomen kansan demokraattisen liiton eduskuntaryhmä (1970-1972)	http://ldf.fi/semparl/groups/g3305010238198174251	http://ldf.fi/semparl/groups/pg6	1945-04-06	1972-01-21	SKDL	http://ldf.fi/semparl/groups/Q585735
910841	http://ldf.fi/semparl/people/p910841	Kuusinen	Hertta	Kuusinen-Leino	Hertta Elina	Kuusinen, Hertta (1904-1974)	Female	1904-01-01	1974-12-31	salkuton ministeri	Pekkalan hallitus	http://ldf.fi/semparl/groups/Pekkala	http://ldf.fi/schema/semparl/Government	1948-05-26	1948-06-04	SKDL	http://ldf.fi/semparl/groups/Q585735
910841	http://ldf.fi/semparl/people/p910841	Kuusinen	Hertta	Kuusinen-Leino	Hertta Elina	Kuusinen, Hertta (1904-1974)	Female	1904-01-01	1974-12-31	ministeri valtioneuvoston kansliassa	Pekkalan hallitus	http://ldf.fi/semparl/groups/Pekkala	http://ldf.fi/schema/semparl/Government	1948-06-04	1948-07-29	SKDL	http://ldf.fi/semparl/groups/Q585735
910841	http://ldf.fi/semparl/people/p910841	Kuusinen	Hertta	Kuusinen-Leino	Hertta Elina	Kuusinen, Hertta (1904-1974)	Female	1904-01-01	1974-12-31	pj	Suomen kansan demokraattisen liiton eduskuntaryhmä (aika ei tiedossa)	http://ldf.fi/semparl/groups/g6595300914272653063	http://ldf.fi/semparl/groups/pg6			SKDL	http://ldf.fi/semparl/groups/Q585735
910842	http://ldf.fi/semparl/people/p910842	Kuusinen	Otto Wille		O.W.; Otto Wilhelm	Kuusinen, Otto Wille (1881-1964)	Male	1881-01-01	1964-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1909-1910)	http://ldf.fi/semparl/groups/g1456398722153620144	http://ldf.fi/semparl/groups/pg1	1908-08-01	1910-02-28	SDP	http://ldf.fi/semparl/groups/Q499029
910842	http://ldf.fi/semparl/people/p910842	Kuusinen	Otto Wille		O.W.; Otto Wilhelm	Kuusinen, Otto Wille (1881-1964)	Male	1881-01-01	1964-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1911-1914)	http://ldf.fi/semparl/groups/g2021505222936129020	http://ldf.fi/semparl/groups/pg1	1911-02-01	1914-02-01	SDP	http://ldf.fi/semparl/groups/Q499029
910842	http://ldf.fi/semparl/people/p910842	Kuusinen	Otto Wille		O.W.; Otto Wilhelm	Kuusinen, Otto Wille (1881-1964)	Male	1881-01-01	1964-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1917-1919)	http://ldf.fi/semparl/groups/g3120678013025297046	http://ldf.fi/semparl/groups/pg1	1917-04-04	1918-05-16	SDP	http://ldf.fi/semparl/groups/Q499029
910843	http://ldf.fi/semparl/people/p910843	Kuusio	Matti			Kuusio, Matti (1927-1989)	Male	1927-01-01	1989-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1975-1979)	http://ldf.fi/semparl/groups/g6478073814339725211	http://ldf.fi/semparl/groups/pg1	1975-09-27	1979-03-23	SDP	http://ldf.fi/semparl/groups/Q499029
910843	http://ldf.fi/semparl/people/p910843	Kuusio	Matti			Kuusio, Matti (1927-1989)	Male	1927-01-01	1989-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1983-1987)	http://ldf.fi/semparl/groups/g1084940790555072354	http://ldf.fi/semparl/groups/pg1	1983-03-26	1987-03-20	SDP	http://ldf.fi/semparl/groups/Q499029
910844	http://ldf.fi/semparl/people/p910844	Kuusisto	August	Kauranen		Kuusisto, August (1883-1972)	Male	1883-01-01	1972-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1927-1929)	http://ldf.fi/semparl/groups/g2547138824259164535	http://ldf.fi/semparl/groups/pg1	1927-09-02	1929-07-31	SDP	http://ldf.fi/semparl/groups/Q499029
910844	http://ldf.fi/semparl/people/p910844	Kuusisto	August	Kauranen		Kuusisto, August (1883-1972)	Male	1883-01-01	1972-12-31	jäsen	Sosialidemokraattinen eduskuntaryhmä (1939-1945)	http://ldf.fi/semparl/groups/g4130553420450622495	http://ldf.fi/semparl/groups/pg1	1930-10-21	1945-04-05	SDP	http://ldf.fi/semparl/groups/Q499029
927	http://ldf.fi/semparl/people/p927	Kuusisto	Merja			Kuusisto, Merja (1954-)	Female	1954-01-01		jäsen	Sosialidemokraattinen eduskuntaryhmä (2011-2015)	http://ldf.fi/semparl/groups/g2449185785840254561	http://ldf.fi/semparl/groups/pg1	2007-03-21	2015-04-21	SDP	http://ldf.fi/semparl/groups/Q499029
198	http://ldf.fi/semparl/people/p198	Kuuskoski	Eeva	Kuuskoski-Vikatmaa	Eeva Maija Kaarina	Kuuskoski, Eeva (1946-)	Female	1946-01-01		jäsen	Kansallisen kokoomuksen eduskuntaryhmä (1979-1983)	http://ldf.fi/semparl/groups/g2635046619615549727	http://ldf.fi/semparl/groups/pg2	1979-03-24	1980-06-18	Kok.	http://ldf.fi/semparl/groups/Q304191
198	http://ldf.fi/semparl/people/p198	Kuuskoski	Eeva	Kuuskoski-Vikatmaa	Eeva Maija Kaarina	Kuuskoski, Eeva (1946-)	Female	1946-01-01		jäsen	Keskustan eduskuntaryhmä (1991-1995)	http://ldf.fi/semparl/groups/g1099023693517125185	http://ldf.fi/semparl/groups/pg3	1980-06-19	1995-03-23	Kesk.	http://ldf.fi/semparl/groups/Q506591
198	http://ldf.fi/semparl/people/p198	Kuuskoski	Eeva	Kuuskoski-Vikatmaa	Eeva Maija Kaarina	Kuuskoski, Eeva (1946-)	Female	1946-01-01		jäsen	Keskustan eduskuntaryhmä (1979-1983)	http://ldf.fi/semparl/groups/g7780225386421961214	http://ldf.fi/semparl/groups/pg3	1982-01-01	1982-12-31	Kesk.	http://ldf.fi/semparl/groups/Q506591
198	http://ldf.fi/semparl/people/p198	Kuuskoski	Eeva	Kuuskoski-Vikatmaa	Eeva Maija Kaarina	Kuuskoski, Eeva (1946-)	Female	1946-01-01		sosiaali- ja terveysministeri	Sorsan IV hallitus	http://ldf.fi/semparl/groups/Sorsa_IV	http://ldf.fi/schema/semparl/Government	1983-05-06	1987-04-29	Kesk.	http://ldf.fi/semparl/groups/Q506591
198	http://ldf.fi/semparl/people/p198	Kuuskoski	Eeva	Kuuskoski-Vikatmaa	Eeva Maija Kaarina	Kuuskoski, Eeva (1946-)	Female	1946-01-01		varapuheenjohtaja	Keskustan eduskuntaryhmä (1991-1995)	http://ldf.fi/semparl/groups/g1099023693517125185	http://ldf.fi/semparl/groups/pg3	1989-01-01	1991-12-31	Kesk.	http://ldf.fi/semparl/groups/Q506591
198	http://ldf.fi/semparl/people/p198	Kuuskoski	Eeva	Kuuskoski-Vikatmaa	Eeva Maija Kaarina	Kuuskoski, Eeva (1946-)	Female	1946-01-01		sosiaali- ja terveysministeri	Ahon hallitus	http://ldf.fi/semparl/groups/Aho	http://ldf.fi/schema/semparl/Government	1991-04-26	1992-04-23	Kesk.	http://ldf.fi/semparl/groups/Q506591
Q708302	http://ldf.fi/semparl/people/Q708302	Kuuskoski	Reino			Kuuskoski, Reino (1907-1965)	Male	1907-01-18	1965-01-27	oikeusasiamies				1946-01-01	1947-12-31		
Q708302	http://ldf.fi/semparl/people/Q708302	Kuuskoski	Reino			Kuuskoski, Reino (1907-1965)	Male	1907-01-18	1965-01-27	oikeusministeri	Tuomiojan hallitus	http://ldf.fi/semparl/groups/Tuomioja	http://ldf.fi/schema/semparl/Government	1953-11-17	1954-05-05	Kesk.	http://ldf.fi/semparl/groups/Q506591
Q708302	http://ldf.fi/semparl/people/Q708302	Kuuskoski	Reino			Kuuskoski, Reino (1907-1965)	Male	1907-01-18	1965-01-27	pääministeri	Kuuskosken hallitus	http://ldf.fi/semparl/groups/Kuuskoski	http://ldf.fi/schema/semparl/Government	1958-04-26	1958-08-29	Kesk.	http://ldf.fi/semparl/groups/Q506591
1398	http://ldf.fi/semparl/people/p1398	Kvarnström	Johan		Johan Birger Matias	Kvarnström, Johan (1986-)	Male	1986-01-01		jäsen	Sosialidemokraattinen eduskuntaryhmä (2019-2023)	http://ldf.fi/semparl/groups/g2777354125881104573	http://ldf.fi/semparl/groups/pg1	2019-04-17		SDP	http://ldf.fi/semparl/groups/Q499029
910845	http://ldf.fi/semparl/people/p910845	Kyhälä	Kalle		Kaarlo Edvard	Kyhälä, Kalle (1887-1938)	Male	1887-01-01	1938-12-31	jäsen	Työväen ja pienviljelijäin puolue (eduskuntaryhmä) (1929-1930)	http://ldf.fi/semparl/groups/g2185745903625732399	http://ldf.fi/semparl/groups/pg15	1929-08-01	1930-10-20	PMP	http://ldf.fi/semparl/groups/Q1336715
910846	http://ldf.fi/semparl/people/p910846	Kykkling	Martti	Kyckling	Martin	Kykkling, Martti (1857-1917)	Male	1857-01-01	1917-12-31	jäsen	Nuorsuomalainen puolue (eduskuntaryhmä) (1914-1917)	http://ldf.fi/semparl/groups/g2122407392856500823	http://ldf.fi/semparl/groups/pg11	1914-02-02	1917-04-03	Nuorsuomalainen Puolue (1894-1918)	http://ldf.fi/semparl/groups/Q1713433
963	http://ldf.fi/semparl/people/p963	Kyllönen	Merja		Merja Sinikka	Kyllönen, Merja (1977-)	Female	1977-01-01		jäsen	Vasemmistoliiton eduskuntaryhmä (2011-2015)	http://ldf.fi/semparl/groups/g2239066441218524571	http://ldf.fi/semparl/groups/pg10	2007-03-21	2014-06-30	Vas.	http://ldf.fi/semparl/groups/Q385927
963	http://ldf.fi/semparl/people/p963	Kyllönen	Merja		Merja Sinikka	Kyllönen, Merja (1977-)	Female	1977-01-01		2. varapuheenjohtaja	Vasemmistoliiton eduskuntaryhmä (2007-2011)	http://ldf.fi/semparl/groups/g2659801199229808968	http://ldf.fi/semparl/groups/pg10	2007-03-22	2011-04-20	Vas.	http://ldf.fi/semparl/groups/Q385927
963	http://ldf.fi/semparl/people/p963	Kyllönen	Merja		Merja Sinikka	Kyllönen, Merja (1977-)	Female	1977-01-01		1. varapuheenjohtaja	Vasemmistoliiton eduskuntaryhmä (2011-2015)	http://ldf.fi/semparl/groups/g2239066441218524571	http://ldf.fi/semparl/groups/pg10	2011-04-21	2011-08-24	Vas.	http://ldf.fi/semparl/groups/Q385927
